comparison.primary;comparison.secondary
вешний;15.7894736842105;3.10077519379845
вновь;50;0.310077519379845
воевода;10.5263157894737;2.7906976744186
ворохнуться;0;4.34108527131783
вплетать;10.5263157894737;3.10077519379845
вторник;0;2.63565891472868
вызревать;0;2.7906976744186
вышибать;0;1.55038759689922
вьюнчик;5.26315789473684;1.86046511627907
главный;0;3.25581395348837
глыбокий;0;2.17054263565891
голо;0;0.930232558139535
голодный;0;3.10077519379845
господи;10.5263157894737;1.08527131782946
графин;0;3.72093023255814
гробов;0;3.10077519379845
дама;0;2.94573643410853
даровать;0;3.41085271317829
десять;0;2.17054263565891
доживать;0;3.87596899224806
допрашивать;0;3.56589147286822
досталася;0;2.17054263565891
достануся;0;1.86046511627907
ежели;0;2.48062015503876
елинушка;0;1.70542635658915
жалобнехонько;5.26315789473684;3.72093023255814
жалобный;13.1578947368421;2.94573643410853
жаркий;5.26315789473684;4.03100775193798
женитися;0;2.7906976744186
забыть;0;2.7906976744186
завтракать;0;3.72093023255814
закипать;0;3.41085271317829
заутра;0;3.72093023255814
захлебываться;0;2.32558139534884
идучий;0;3.56589147286822
извиваться;10.5263157894737;2.01550387596899
извозчик;0;3.10077519379845
кислый;0;3.41085271317829
кованый;0;3.87596899224806
колотиться;0;3.87596899224806
колыбель;10.5263157894737;1.86046511627907
конюшенька;0;2.7906976744186
конюшня;0;4.18604651162791
красить;0;2.63565891472868
кувшин;18.4210526315789;1.24031007751938
куний;0;2.7906976744186
лавровый;5.26315789473684;3.25581395348837
легонький;0;3.72093023255814
лежаться;0;1.55038759689922
лицемерить;0;2.63565891472868
ложилася;0;3.10077519379845
людоедица;0;1.24031007751938
малада;0;2.17054263565891
мальчишечка;0;2.7906976744186
мех;10.5263157894737;1.08527131782946
мода;0;3.87596899224806
муженек;0;3.10077519379845
навстречу;0;3.41085271317829
напрасный;0;3.41085271317829
неразлучный;5.26315789473684;3.25581395348837
нестись;23.6842105263158;1.86046511627907
низенький;0;2.01550387596899
нонеча;0;4.03100775193798
нонча;0;4.03100775193798
обедать;0;3.41085271317829
обманчивый;0;3.41085271317829
обниматься;13.1578947368421;3.41085271317829
образец;0;0.62015503875969
обходить;0;3.10077519379845
пенять;0;2.63565891472868
перепелка;0;2.48062015503876
петрович;0;3.10077519379845
питие;0;3.41085271317829
плис;0;3.10077519379845
площадь;0;3.41085271317829
подпоясывать;10.5263157894737;2.7906976744186
поезжать;0;3.87596899224806
поимать;0;3.10077519379845
понравиться;7.89473684210526;3.56589147286822
поспешать;0;2.7906976744186
посреди;0;3.72093023255814
постелька;0;3.56589147286822
потихоньку;10.5263157894737;3.41085271317829
похмельный;0;2.01550387596899
прежестокий;0;3.41085271317829
прельщать;10.5263157894737;3.41085271317829
привольно;0;2.63565891472868
привольный;7.89473684210526;1.55038759689922
приниматься;0;2.48062015503876
приседать;2.63157894736842;2.7906976744186
приходиться;18.4210526315789;2.48062015503876
пушка;5.26315789473684;3.41085271317829
развязывать;0;2.17054263565891
разгореваться;0;3.25581395348837
разлучаться;31.5789473684211;1.86046511627907
раскладывать;5.26315789473684;3.56589147286822
растосковаться;0;3.87596899224806
редко;15.7894736842105;2.17054263565891
рекрут;13.1578947368421;2.7906976744186
ременный;0;4.65116279069767
ретивое;7.89473684210526;1.86046511627907
родиться;10.5263157894737;3.10077519379845
сажень;0;2.48062015503876
селение;10.5263157894737;3.25581395348837
сиротка;15.7894736842105;2.7906976744186
сиять;10.5263157894737;2.01550387596899
словесный;0;3.87596899224806
смирный;0;2.7906976744186
снастить;0;1.24031007751938
снежки;0;3.87596899224806
согрешать;0;2.63565891472868
создавать;5.26315789473684;3.25581395348837
солучилася;0;2.32558139534884
спасаться;0;2.32558139534884
стан;5.26315789473684;3.25581395348837
старший;0;2.32558139534884
стегнуть;0;2.7906976744186
стенка;5.26315789473684;3.56589147286822
стосковалася;0;2.32558139534884
стулик;0;3.25581395348837
стыдиться;0;3.87596899224806
суженый;26.3157894736842;1.24031007751938
счет;10.5263157894737;2.48062015503876
сюртук;0;2.48062015503876
тайность;0;3.10077519379845
талый;0;2.63565891472868
теперечить;0;3.56589147286822
тоненька;0;2.94573643410853
трепетаться;13.1578947368421;3.10077519379845
трубить;10.5263157894737;2.7906976744186
трубка;0;2.63565891472868
тульский;0;2.7906976744186
тяжелешенький;0;3.72093023255814
удаляться;21.0526315789474;2.32558139534884
украсть;0;4.18604651162791
улка;0;2.63565891472868
утапливать;5.26315789473684;3.72093023255814
ушко;5.26315789473684;4.34108527131783
француз;0;2.94573643410853
холодно;31.5789473684211;1.55038759689922
царицын;0;2.32558139534884
чадушко;0;1.70542635658915
чернечище;0;0.310077519379845
честной;21.0526315789474;1.86046511627907
чужедальний;15.7894736842105;3.41085271317829
шаталася;0;1.3953488372093
шатать;0;3.72093023255814
штоф;0;3.10077519379845
юбочка;0;4.34108527131783
яблоко;0;2.17054263565891
атаманова;0;2.48062015503876
атласный;10.5263157894737;3.10077519379845
бабка;0;2.7906976744186
балахон;0;2.63565891472868
бежить;0;3.10077519379845
белилася;0;2.17054263565891
белодубов;0;1.86046511627907
березушка;0;2.7906976744186
берет;0;3.72093023255814
благодарствовать;5.26315789473684;3.41085271317829
блюдечко;0;2.48062015503876
быстереть;0;2.63565891472868
валек;0;2.94573643410853
валять;0;1.70542635658915
василь;0;1.24031007751938
веничек;0;2.01550387596899
вечеринка;0;3.10077519379845
взворковать;0;1.70542635658915
волокнистый;0;1.3953488372093
воротися;0;2.17054263565891
врать;0;2.01550387596899
вскакивать;21.0526315789474;1.70542635658915
выдь;0;2.48062015503876
высыхать;0;4.03100775193798
годичка;0;3.56589147286822
горемыка;42.1052631578947;1.24031007751938
гостенька;0;0.930232558139535
гришка;0;2.7906976744186
гуляка;0;2.48062015503876
дальнуть;0;2.63565891472868
дешевый;0;1.86046511627907
дубров;13.1578947368421;1.70542635658915
дударь;0;0.310077519379845
душегрейка;0;3.41085271317829
дядя;0;2.01550387596899
еремей;0;0.775193798449612
жавороночка;0;0.465116279069767
железо;0;3.10077519379845
жеребец;0;2.48062015503876
загул;5.26315789473684;0.465116279069767
задавливать;0;3.87596899224806
заныть;5.26315789473684;2.7906976744186
засорин;0;0.310077519379845
захворать;0;3.10077519379845
зачинать;0;3.56589147286822
зашаталася;0;3.10077519379845
звенеть;15.7894736842105;2.48062015503876
звериный;0;2.17054263565891
здесить;0;2.7906976744186
зеркальце;0;2.63565891472868
зреть;23.6842105263158;2.48062015503876
искра;5.26315789473684;3.41085271317829
испугалася;0;3.41085271317829
итальянский;0;3.72093023255814
кабачок;0;3.25581395348837
капля;13.1578947368421;1.3953488372093
квас;0;2.17054263565891
кипарисный;0;2.32558139534884
книга;0;3.87596899224806
конный;0;3.56589147286822
коровод;0;1.70542635658915
коротенький;0;3.10077519379845
красоточка;0;3.56589147286822
круглоличка;0;1.86046511627907
кружка;5.26315789473684;2.48062015503876
кудеречок;0;2.7906976744186
кузьма;0;0.310077519379845
кумачный;0;2.94573643410853
кустышка;0;2.7906976744186
ласкать;39.4736842105263;1.24031007751938
лебедек;0;1.08527131782946
лекарь;0;2.17054263565891
лелимый;0;0.465116279069767
лиходей;7.89473684210526;3.10077519379845
ломиться;5.26315789473684;2.94573643410853
любитель;0;1.70542635658915
малехонький;0;4.03100775193798
милыим;0;3.41085271317829
миновалася;0;1.24031007751938
молебен;0;2.48062015503876
накуривать;0;2.7906976744186
наполнять;0;3.87596899224806
нарекать;0;2.7906976744186
негодяйка;0;2.32558139534884
незнаемый;7.89473684210526;1.70542635658915
никола;0;2.48062015503876
обед;0;2.94573643410853
обмирать;0;1.86046511627907
одеяльце;0;3.25581395348837
опаздывать;0;2.32558139534884
отвертываться;10.5263157894737;2.7906976744186
отдать;0;2.63565891472868
отецкая;0;1.24031007751938
отряхиваться;0;1.55038759689922
отце;0;3.41085271317829
павушка;0;2.17054263565891
падать;2.63157894736842;1.86046511627907
парить;5.26315789473684;1.55038759689922
пастушка;0;3.10077519379845
пень;5.26315789473684;3.25581395348837
перепархивать;5.26315789473684;3.10077519379845
перушка;0;3.10077519379845
печально;15.7894736842105;2.7906976744186
пистолет;0;2.48062015503876
питейный;0;2.17054263565891
плут;0;3.41085271317829
побрести;0;3.72093023255814
повидать;0;3.72093023255814
поговорочка;0;3.25581395348837
погостить;10.5263157894737;2.48062015503876
подавиться;0;2.32558139534884
подале;0;4.03100775193798
подбирать;0;3.87596899224806
подпираться;0;3.41085271317829
пойло;0;1.3953488372093
покушать;0;3.72093023255814
полеживать;0;2.32558139534884
полезть;0;2.7906976744186
поливаться;0;3.87596899224806
полковница;0;1.70542635658915
полуночный;0;3.56589147286822
польза;5.26315789473684;3.10077519379845
польский;0;1.08527131782946
пороть;0;2.7906976744186
постельник;0;1.3953488372093
постригать;0;0.775193798449612
постыдиться;0;2.7906976744186
потреблять;0;2.17054263565891
почестный;0;2.32558139534884
пощипывать;0;3.56589147286822
пребывать;0;2.17054263565891
приклонять;0;2.32558139534884
природа;31.5789473684211;1.86046511627907
простуживаться;0;2.94573643410853
пчела;5.26315789473684;1.86046511627907
работница;0;1.08527131782946
развивать;10.5263157894737;2.48062015503876
разливалася;0;3.41085271317829
размиленький;0;3.87596899224806
расставаньице;0;3.41085271317829
рассчет;0;3.10077519379845
резать;0;3.25581395348837
ремесло;0;0.930232558139535
родилася;0;3.10077519379845
рожок;0;3.72093023255814
рукавица;5.26315789473684;2.7906976744186
рязань;0;3.41085271317829
садисить;0;2.17054263565891
свозить;10.5263157894737;2.94573643410853
своячин;0;1.24031007751938
скидать;0;3.41085271317829
смета;0;3.56589147286822
смывать;0;1.24031007751938
соборный;0;1.70542635658915
соколочек;10.5263157894737;2.17054263565891
спущать;5.26315789473684;2.32558139534884
старичка;0;1.3953488372093
степан;0;2.63565891472868
стошниться;0;1.70542635658915
стоялый;0;2.48062015503876
табун;0;2.94573643410853
темно;18.4210526315789;2.48062015503876
теперешний;0;3.10077519379845
толчок;0;1.86046511627907
тори;0;2.17054263565891
тронуть;5.26315789473684;3.56589147286822
трудный;0;2.01550387596899
увидеться;34.2105263157895;1.70542635658915
ударяться;5.26315789473684;3.41085271317829
ужинать;0;3.10077519379845
уродилася;0;4.03100775193798
утай;0;2.17054263565891
фатер;0;2.94573643410853
халат;0;3.10077519379845
хороша;0;2.32558139534884
хотелось;0;3.10077519379845
царство;0;3.72093023255814
церква;0;3.10077519379845
часик;0;3.56589147286822
часту;0;2.7906976744186
чистить;0;3.41085271317829
чок;0;1.24031007751938
чумак;0;2.94573643410853
шесть;0;3.41085271317829
шити;0;2.32558139534884
яркий;50;0.62015503875969
ярославский;0;3.56589147286822
александрушка;0;1.86046511627907
алена;0;1.08527131782946
батенька;0;1.70542635658915
батюшко;0;3.72093023255814
безродный;34.2105263157895;1.24031007751938
бережечка;0;2.7906976744186
бесприютный;23.6842105263158;1.3953488372093
браво;0;1.24031007751938
брюхо;0;2.7906976744186
бывало;21.0526315789474;2.32558139534884
вдарить;0;3.10077519379845
венчаться;5.26315789473684;3.10077519379845
владать;0;2.17054263565891
выживать;0;1.08527131782946
выкупаться;0;2.17054263565891
выростать;0;3.41085271317829
вырыть;0;3.41085271317829
высвистывать;0;2.7906976744186
выскочить;0;3.25581395348837
высыпаться;0;2.7906976744186
гей;0;0.310077519379845
горевание;0;2.01550387596899
горочка;0;3.56589147286822
грибок;0;3.41085271317829
губерния;0;3.87596899224806
далеча;0;2.17054263565891
дальна;0;3.10077519379845
дальня;0;2.7906976744186
дева;39.4736842105263;0.62015503875969
девушкин;5.26315789473684;2.63565891472868
длинный;26.3157894736842;1.55038759689922
догадалася;0;2.01550387596899
доезжать;0;3.10077519379845
доить;0;1.86046511627907
доколь;0;2.48062015503876
домок;0;3.56589147286822
донь;0;2.48062015503876
дощечка;0;2.01550387596899
драгоценный;10.5263157894737;2.32558139534884
дубрава;10.5263157894737;2.94573643410853
душ;0;3.56589147286822
едной;0;2.17054263565891
жавороночек;26.3157894736842;1.24031007751938
жемчужок;0;2.48062015503876
журливый;0;2.01550387596899
журушка;0;1.70542635658915
заводь;10.5263157894737;3.10077519379845
залучать;0;2.48062015503876
заочно;0;3.87596899224806
запрещать;23.6842105263158;2.32558139534884
запропадать;5.26315789473684;2.94573643410853
захватить;5.26315789473684;2.63565891472868
знак;39.4736842105263;1.55038759689922
знобить;0;1.86046511627907
зорька;21.0526315789474;2.17054263565891
иванов;5.26315789473684;2.48062015503876
извозчичек;0;2.63565891472868
измена;23.6842105263158;1.3953488372093
изменник;36.8421052631579;1.55038759689922
испроговаривать;0;3.25581395348837
итить;0;2.48062015503876
каблук;0;2.48062015503876
карта;0;2.63565891472868
катюха;0;0.775193798449612
катюшечка;0;2.7906976744186
кивер;0;2.32558139534884
козловый;0;3.72093023255814
копытце;0;2.7906976744186
коробочка;0;2.01550387596899
короткий;10.5263157894737;3.10077519379845
корочка;0;2.48062015503876
коситься;15.7894736842105;0.775193798449612
крепость;0;2.17054263565891
кружало;0;2.94573643410853
крыса;0;1.08527131782946
кура;0;2.48062015503876
лаврушка;0;0.310077519379845
лелим;0;0.465116279069767
лоб;10.5263157894737;2.48062015503876
ловец;5.26315789473684;1.70542635658915
лузи;0;1.24031007751938
мачиха;0;1.86046511627907
монашенка;0;1.55038759689922
морить;18.4210526315789;2.48062015503876
мрачный;47.3684210526316;0.310077519379845
мудреный;18.4210526315789;2.01550387596899
мучить;26.3157894736842;1.86046511627907
наговаривать;0;3.56589147286822
нажигать;0;1.70542635658915
нажить;0;1.86046511627907
намачивать;0;3.87596899224806
намутить;0;2.48062015503876
наташа;0;1.55038759689922
небывалый;2.63157894736842;1.3953488372093
невзгода;10.5263157894737;1.55038759689922
неживой;0;0.465116279069767
непряха;0;2.32558139534884
неровнюшка;0;2.63565891472868
низехонький;0;2.63565891472868
нужно;7.89473684210526;2.94573643410853
обломиться;0;3.41085271317829
опоясочка;0;1.55038759689922
осиновый;21.0526315789474;2.48062015503876
отвязывать;0;2.48062015503876
охти;0;2.17054263565891
пастух;0;2.32558139534884
переезжать;0;2.32558139534884
переманивать;0;1.86046511627907
плашка;0;1.3953488372093
плуг;0;1.55038759689922
плясати;0;2.32558139534884
повянуть;0;1.55038759689922
подворотенок;0;1.70542635658915
подколодный;5.26315789473684;2.94573643410853
подлый;0;3.41085271317829
подмащивать;0;0.465116279069767
подмывать;5.26315789473684;3.10077519379845
подстреливать;5.26315789473684;2.48062015503876
подувать;10.5263157894737;3.10077519379845
показалось;0;3.72093023255814
покатить;5.26315789473684;2.7906976744186
полетывать;0;2.01550387596899
полосонька;0;1.55038759689922
полянка;0;2.01550387596899
поручик;0;1.3953488372093
порядок;0;2.7906976744186
посадский;0;2.94573643410853
почтовый;10.5263157894737;2.94573643410853
прижигать;0;2.32558139534884
прикрывать;0;3.25581395348837
пробираться;5.26315789473684;3.10077519379845
пробыть;7.89473684210526;2.94573643410853
пропасть;0;3.25581395348837
прутик;0;3.10077519379845
пуд;0;2.7906976744186
путем;0;2.48062015503876
пучечка;0;1.55038759689922
пятка;0;3.72093023255814
радошить;0;2.17054263565891
разбегаться;18.4210526315789;2.48062015503876
размолодчик;0;2.63565891472868
разнемогаться;0;1.86046511627907
разнимать;0;2.32558139534884
раскрасавчик;0;3.25581395348837
раскрашивать;0;2.7906976744186
ручеечка;0;2.48062015503876
рыбка;0;3.10077519379845
рядом;0;1.86046511627907
санки;0;2.48062015503876
сбывать;0;2.7906976744186
светличка;0;3.25581395348837
свидеться;15.7894736842105;2.7906976744186
свинцовый;0;2.48062015503876
свиснуть;0;1.55038759689922
седьмой;0;2.48062015503876
семьдесят;0;2.32558139534884
серопегий;0;2.01550387596899
сива;0;2.01550387596899
сиротеть;10.5263157894737;1.24031007751938
ситцевый;0;3.41085271317829
склад;0;2.7906976744186
скорбь;21.0526315789474;1.24031007751938
сливать;0;2.7906976744186
словцо;31.5789473684211;1.86046511627907
служенька;0;1.55038759689922
сосенушка;0;2.63565891472868
сосновый;10.5263157894737;2.7906976744186
срезать;0;2.48062015503876
ссориться;10.5263157894737;1.3953488372093
старичок;0;2.7906976744186
стежок;0;3.56589147286822
стеречь;15.7894736842105;2.94573643410853
страстный;39.4736842105263;0.62015503875969
стрекучий;0;3.10077519379845
струечка;0;1.24031007751938
сука;0;3.41085271317829
суседушка;0;2.32558139534884
сучок;0;2.94573643410853
схватываться;0;3.41085271317829
сходилися;0;3.56589147286822
сыпучий;21.0526315789474;2.17054263565891
теремок;0;2.7906976744186
толочь;0;3.41085271317829
томиться;21.0526315789474;2.17054263565891
турок;0;2.63565891472868
узорчатый;18.4210526315789;2.17054263565891
улечься;10.5263157894737;1.70542635658915
умеючи;0;2.17054263565891
уморить;15.7894736842105;2.17054263565891
урал;0;2.01550387596899
усище;0;0.62015503875969
устинья;0;0.310077519379845
хватиться;0;3.10077519379845
храбрый;0;3.56589147286822
частенький;0;3.56589147286822
чаша;0;2.48062015503876
человеческий;10.5263157894737;1.70542635658915
чествовать;26.3157894736842;1.55038759689922
четверг;0;2.17054263565891
четверто;0;2.32558139534884
чечотка;0;0.775193798449612
чечоток;0;0.310077519379845
чувствовать;0;2.7906976744186
школьник;0;1.08527131782946
шляпочка;0;3.10077519379845
шубочка;0;3.56589147286822
шум;5.26315789473684;3.25581395348837
юный;47.3684210526316;0
яйцо;0;2.7906976744186
ажное;0;2.94573643410853
акулинушка;0;1.86046511627907
алеша;0;1.86046511627907
атаманище;0;0.465116279069767
балалаечка;0;2.48062015503876
барановый;0;1.24031007751938
баск;0;1.86046511627907
благословлять;5.26315789473684;2.01550387596899
блистать;44.7368421052632;0.310077519379845
богач;0;2.48062015503876
боялася;0;1.3953488372093
братан;0;1.55038759689922
браться;0;2.48062015503876
бросалася;0;2.7906976744186
будити;0;1.24031007751938
буланый;0;2.01550387596899
булатний;0;2.01550387596899
бурный;44.7368421052632;0
былинка;5.26315789473684;2.48062015503876
валить;0;3.10077519379845
вверх;5.26315789473684;2.32558139534884
ведерко;0;2.94573643410853
вековечный;0;1.86046511627907
венчик;0;2.01550387596899
веревочка;0;2.63565891472868
вздорожать;0;0.62015503875969
взрослый;0;2.63565891472868
видный;10.5263157894737;2.17054263565891
вскрикивать;0;2.7906976744186
всплакнуть;0;2.01550387596899
вспоминаючи;0;2.94573643410853
выглянуть;18.4210526315789;1.70542635658915
выгонять;0;2.01550387596899
вытирать;0;2.01550387596899
вьялица;0;0.465116279069767
гитара;0;2.7906976744186
говорити;0;2.32558139534884
годовой;0;1.70542635658915
горбатый;0;2.63565891472868
городить;0;2.7906976744186
гуселечек;0;3.10077519379845
деверек;0;1.24031007751938
диван;0;2.63565891472868
дознаваться;0;2.48062015503876
долинка;0;2.94573643410853
донский;0;2.32558139534884
дорого;18.4210526315789;1.3953488372093
драться;5.26315789473684;2.94573643410853
дым;5.26315789473684;2.48062015503876
егор;0;2.48062015503876
елинка;0;1.08527131782946
ество;0;2.32558139534884
завертывать;0;2.94573643410853
завивалисить;0;1.55038759689922
закручиниться;0;1.86046511627907
замарывать;0;2.32558139534884
замешкаться;0;3.72093023255814
замораживать;10.5263157894737;2.48062015503876
зареветь;0;2.48062015503876
збруя;0;1.08527131782946
зеленеться;2.63157894736842;1.86046511627907
зеленыихий;0;2.01550387596899
злаченый;0;3.41085271317829
зятенька;0;0.310077519379845
идучивать;0;1.86046511627907
извощичек;0;1.70542635658915
изо;5.26315789473684;3.25581395348837
изранить;0;2.01550387596899
изрубать;0;2.94573643410853
ишла;0;2.7906976744186
кама;0;1.86046511627907
камилавка;0;0.775193798449612
ключница;0;2.17054263565891
кобылка;0;0.62015503875969
колечико;0;2.17054263565891
коник;0;2.7906976744186
конопель;0;1.70542635658915
косыночка;0;2.17054263565891
котел;0;2.94573643410853
кофий;0;3.41085271317829
кочерга;0;2.01550387596899
крикнуть;5.26315789473684;2.01550387596899
кросно;0;1.70542635658915
купечество;0;1.55038759689922
курва;0;2.94573643410853
курьер;0;2.17054263565891
кусок;7.89473684210526;1.86046511627907
кустичка;0;2.7906976744186
лебеденок;0;0.930232558139535
лет;7.89473684210526;2.63565891472868
листок;5.26315789473684;2.7906976744186
лопушок;0;1.86046511627907
лунька;0;0.465116279069767
маковка;0;1.86046511627907
мелкотравчатый;0;1.86046511627907
метелка;0;0.62015503875969
мигач;0;0.310077519379845
миткалевый;0;3.72093023255814
митрий;0;0.465116279069767
молитва;18.4210526315789;2.17054263565891
монах;0;1.70542635658915
мох;0;2.48062015503876
мышь;0;2.63565891472868
мясо;0;2.7906976744186
мять;0;2.94573643410853
набивать;0;2.48062015503876
накупать;5.26315789473684;2.48062015503876
нарядный;10.5263157894737;2.48062015503876
начало;5.26315789473684;2.63565891472868
нашивать;0;3.56589147286822
нездоровиться;0;2.48062015503876
неприятель;0;2.48062015503876
низ;0;2.32558139534884
нона;0;3.25581395348837
ночесь;0;2.48062015503876
обвенчаться;15.7894736842105;2.48062015503876
оборвать;0;2.32558139534884
опасаться;0;3.72093023255814
отечество;18.4210526315789;1.24031007751938
откуль;0;2.48062015503876
охотничек;0;3.25581395348837
пал;10.5263157894737;2.01550387596899
палка;0;2.63565891472868
панья;0;1.70542635658915
парн;0;0.775193798449612
патока;0;1.70542635658915
перво;0;3.10077519379845
перебивать;0;3.25581395348837
переулочек;0;2.32558139534884
перчатка;0;2.7906976744186
письмецо;0;2.94573643410853
плечики;0;2.7906976744186
повевать;0;2.32558139534884
поволока;26.3157894736842;1.86046511627907
погибель;0;1.86046511627907
подаровать;0;2.01550387596899
подбивать;0;1.55038759689922
подвода;0;2.48062015503876
подворотня;0;2.48062015503876
поджимать;0;3.41085271317829
подраться;0;2.48062015503876
поезд;5.26315789473684;1.86046511627907
поздравлять;0;3.41085271317829
покров;0;2.32558139534884
покуль;0;2.63565891472868
полаживать;0;3.10077519379845
полочка;0;3.41085271317829
полуденный;5.26315789473684;2.7906976744186
полый;10.5263157894737;2.48062015503876
помутиться;10.5263157894737;2.32558139534884
попадья;0;2.01550387596899
порасплакаться;0;2.48062015503876
похвалятися;0;1.55038759689922
прибирать;0;2.32558139534884
придача;0;1.08527131782946
принуждать;10.5263157894737;2.7906976744186
припечалиться;0;2.32558139534884
причет;0;1.86046511627907
пробуждать;0;3.41085271317829
проедать;0;2.32558139534884
пройтить;0;2.48062015503876
промысл;0;1.3953488372093
пропажа;0;0.775193798449612
просилася;0;2.63565891472868
простилася;0;1.55038759689922
простота;13.1578947368421;1.86046511627907
протянулася;0;1.24031007751938
прохаживать;0;3.25581395348837
прощение;0;2.01550387596899
прялочка;0;1.08527131782946
пряник;0;3.25581395348837
пугаться;13.1578947368421;1.86046511627907
пускаться;18.4210526315789;1.55038759689922
раздеваться;0;3.25581395348837
разлюблять;36.8421052631579;0.930232558139535
распрогневать;0;1.08527131782946
растеривать;0;2.48062015503876
родименький;0;2.48062015503876
ром;0;2.63565891472868
салоп;0;1.55038759689922
сбруя;0;2.17054263565891
свирепый;0;0.310077519379845
своячина;0;1.55038759689922
седельце;0;2.48062015503876
семен;0;2.17054263565891
семя;10.5263157894737;1.86046511627907
сечься;0;1.86046511627907
сиз;0;1.70542635658915
сироточка;5.26315789473684;2.94573643410853
сиротушка;0;3.10077519379845
случиться;0;3.41085271317829
собачка;0;1.55038759689922
содержать;0;3.25581395348837
соловьиный;5.26315789473684;2.63565891472868
спотухать;0;2.32558139534884
старушенька;0;1.24031007751938
стель;0;2.01550387596899
степановна;0;1.55038759689922
стружочек;0;1.86046511627907
струйка;21.0526315789474;1.86046511627907
стукнуть;0;2.32558139534884
танюша;15.7894736842105;1.86046511627907
тестюшка;0;0.775193798449612
тихохонький;5.26315789473684;3.41085271317829
тотчас;10.5263157894737;2.01550387596899
требовать;13.1578947368421;1.08527131782946
трещать;15.7894736842105;2.48062015503876
туманушка;0;1.86046511627907
ува;5.26315789473684;3.41085271317829
угар;0;2.17054263565891
удача;0;1.3953488372093
удерживать;5.26315789473684;2.48062015503876
украдуся;0;2.32558139534884
умывалася;0;2.17054263565891
утена;0;0.62015503875969
уток;0;2.01550387596899
фонаречка;0;1.08527131782946
хинь;0;0.62015503875969
хмелина;0;1.55038759689922
холостенький;0;3.25581395348837
холстик;0;0.930232558139535
чистыим;0;1.70542635658915
школьный;0;2.7906976744186
щеголек;0;2.7906976744186
ява;7.89473684210526;0.930232558139535
яша;0;0.930232558139535
аж;0;0.930232558139535
акулинин;0;0.930232558139535
аленушка;5.26315789473684;1.24031007751938
аршин;0;2.32558139534884
бабий;0;2.63565891472868
багор;0;1.86046511627907
березничка;0;2.17054263565891
благословение;0;1.55038759689922
блекнуть;10.5263157894737;2.48062015503876
болезнь;7.89473684210526;1.08527131782946
борозда;0;2.32558139534884
братья;0;2.7906976744186
брызнуть;5.26315789473684;2.63565891472868
варвара;0;2.17054263565891
васильев;0;0.775193798449612
вдали;36.8421052631579;0.62015503875969
вдоветь;0;0.930232558139535
вдовый;5.26315789473684;2.48062015503876
вершинушка;5.26315789473684;2.48062015503876
веселость;26.3157894736842;1.55038759689922
весельце;0;2.48062015503876
взголовье;0;1.86046511627907
возраст;0;2.48062015503876
вологда;0;2.17054263565891
вороненький;0;1.70542635658915
воротила;0;1.70542635658915
воскармливать;0;2.63565891472868
восплывать;0;1.86046511627907
восток;5.26315789473684;2.32558139534884
вспыхивать;5.26315789473684;2.48062015503876
втора;0;3.41085271317829
вывозить;0;3.25581395348837
выйдется;0;0.930232558139535
вымолвить;5.26315789473684;2.17054263565891
вырубать;0;2.63565891472868
высекать;0;3.25581395348837
высказывать;34.2105263157895;0.775193798449612
высокиим;0;2.01550387596899
гибкий;5.26315789473684;1.24031007751938
гнилой;0;2.63565891472868
гол;0;2.01550387596899
голод;0;2.32558139534884
голуба;0;3.10077519379845
голубица;10.5263157894737;1.86046511627907
гордый;10.5263157894737;1.55038759689922
горек;0;2.7906976744186
городской;0;2.7906976744186
груня;0;1.55038759689922
грустный;26.3157894736842;1.24031007751938
двоить;0;2.48062015503876
двоюродный;0;1.3953488372093
деверечек;0;2.17054263565891
дивиться;5.26315789473684;2.63565891472868
добиваться;0;2.94573643410853
дозналисить;0;1.24031007751938
должный;10.5263157894737;1.55038759689922
доселев;0;2.48062015503876
дочеря;0;2.01550387596899
дубов;0;2.94573643410853
дубок;0;1.86046511627907
дубчик;0;2.17054263565891
дуванить;0;1.08527131782946
дунька;0;1.24031007751938
дуняшин;5.26315789473684;2.17054263565891
едный;0;2.48062015503876
еловый;0;3.41085271317829
жара;15.7894736842105;2.17054263565891
жигучий;0;2.01550387596899
жилетка;0;2.48062015503876
журчать;39.4736842105263;0.310077519379845
заболеть;5.26315789473684;2.7906976744186
задушевный;15.7894736842105;2.17054263565891
запечатывать;0;3.10077519379845
записывать;0;2.7906976744186
заплясать;0;2.17054263565891
заслышать;0;2.17054263565891
засылать;0;2.7906976744186
захар;0;0.930232558139535
зеленешенький;0;2.63565891472868
земелюшка;0;1.86046511627907
золотце;0;0.775193798449612
игумен;0;1.24031007751938
игумно;0;0.62015503875969
изусадить;0;1.70542635658915
исполнять;5.26315789473684;2.7906976744186
каленный;26.3157894736842;1.24031007751938
канат;0;2.01550387596899
карпович;0;0.310077519379845
колечушка;0;1.55038759689922
компание;0;3.25581395348837
коробок;0;0.775193798449612
короватка;0;2.7906976744186
корыто;0;1.55038759689922
красня;0;2.01550387596899
кремль;0;1.3953488372093
креститься;0;2.32558139534884
кропотливый;0;2.32558139534884
курок;0;0.930232558139535
кушачок;0;1.70542635658915
лесенка;0;2.17054263565891
леска;0;2.17054263565891
лицый;0;2.94573643410853
лишать;13.1578947368421;2.17054263565891
локоть;10.5263157894737;2.7906976744186
машутка;0;1.24031007751938
метаться;0;2.7906976744186
милушка;15.7894736842105;2.01550387596899
