comparison.primary;comparison.secondary
миновать;21.0526315789474;1.3953488372093
мишка;0;2.01550387596899
многий;0;2.48062015503876
мостовая;0;3.10077519379845
мошна;5.26315789473684;1.3953488372093
мыкать;15.7894736842105;2.01550387596899
мыться;0;2.48062015503876
мяконький;0;2.01550387596899
нагой;0;3.25581395348837
награждать;0;2.63565891472868
наказ;0;1.86046511627907
накладывать;0;2.17054263565891
напилася;0;0.465116279069767
нарумянивать;0;2.94573643410853
насмешник;0;0.775193798449612
немножечко;0;1.70542635658915
нерадостнуть;0;1.86046511627907
обвивать;5.26315789473684;2.63565891472868
обижать;13.1578947368421;2.17054263565891
обойма;5.26315789473684;2.7906976744186
обойметь;10.5263157894737;2.01550387596899
образ;23.6842105263158;1.55038759689922
обручальный;26.3157894736842;1.08527131782946
обручать;26.3157894736842;1.24031007751938
огонечек;0;1.86046511627907
одежа;10.5263157894737;2.17054263565891
одный;0;2.32558139534884
окаянный;0;2.17054263565891
опушка;0;2.48062015503876
отлучаться;0;1.3953488372093
отмыкать;0;2.7906976744186
офицерик;0;2.7906976744186
охотушка;0;3.10077519379845
очье;10.5263157894737;1.24031007751938
падь;0;2.48062015503876
палочка;0;1.86046511627907
пахомовна;0;0.310077519379845
пашенка;0;1.86046511627907
перевивать;5.26315789473684;2.32558139534884
переводить;0;2.17054263565891
перевощичек;0;1.86046511627907
передумывать;0;2.94573643410853
переменушка;0;1.55038759689922
перепелочка;0;2.01550387596899
переулок;0;2.48062015503876
писаный;0;2.32558139534884
пляска;36.8421052631579;0.930232558139535
побрякивать;0;2.32558139534884
поведывать;26.3157894736842;1.3953488372093
повеять;5.26315789473684;2.17054263565891
повырасти;0;2.48062015503876
погодя;0;2.63565891472868
подареньице;26.3157894736842;1.55038759689922
подвигаться;0;1.70542635658915
подворьице;5.26315789473684;3.10077519379845
подкладывать;0;2.48062015503876
подымалисить;0;3.10077519379845
позор;5.26315789473684;1.86046511627907
покачаться;0;2.17054263565891
покос;0;1.3953488372093
полонить;0;2.7906976744186
поляночка;0;2.17054263565891
полянушка;0;2.01550387596899
помыть;0;1.24031007751938
понашивать;0;2.01550387596899
понестись;23.6842105263158;1.08527131782946
попадаться;2.63157894736842;2.32558139534884
поросенок;0;2.7906976744186
посереда;0;2.63565891472868
поскрипывать;0;2.7906976744186
постучать;0;2.63565891472868
постучаться;0;2.17054263565891
потайной;0;2.63565891472868
потуплять;10.5263157894737;2.17054263565891
почем;26.3157894736842;0.930232558139535
почувствовать;5.26315789473684;2.7906976744186
пошумливать;0;3.41085271317829
прелестный;18.4210526315789;1.86046511627907
приволье;5.26315789473684;1.86046511627907
пригадать;10.5263157894737;1.55038759689922
приголубливать;26.3157894736842;1.86046511627907
приезд;0;1.55038759689922
приказный;0;1.70542635658915
приковывать;0;0.465116279069767
приподымать;0;3.10077519379845
причитать;0;2.48062015503876
пробужаться;0;2.7906976744186
продержать;0;2.63565891472868
прозвание;0;2.01550387596899
проздравлять;0;1.86046511627907
промолвиться;0;1.55038759689922
проплакать;0;2.32558139534884
прохлада;7.89473684210526;2.17054263565891
прошлый;10.5263157894737;2.17054263565891
пруточка;0;0.930232558139535
пряжа;10.5263157894737;1.55038759689922
радешенек;0;2.48062015503876
размалиновый;0;3.41085271317829
разрываться;36.8421052631579;0.930232558139535
распарывать;2.63157894736842;2.32558139534884
рассуживать;0;2.63565891472868
робятушки;0;1.86046511627907
рожа;0;2.63565891472868
розорвать;0;1.3953488372093
ростет;0;2.63565891472868
ругаться;0;2.7906976744186
рязанский;15.7894736842105;0.775193798449612
сахарния;0;2.32558139534884
свалилася;0;2.01550387596899
светочка;0;3.10077519379845
свинушка;0;0.930232558139535
свирель;0;2.17054263565891
сгой;0;1.08527131782946
сгребать;0;1.70542635658915
сдерживать;0;2.7906976744186
сенька;0;1.86046511627907
сибирочка;0;2.32558139534884
сибирь;0;2.32558139534884
сизокрыленький;5.26315789473684;1.3953488372093
скатерть;21.0526315789474;1.55038759689922
скатиться;5.26315789473684;3.10077519379845
скашивать;23.6842105263158;1.24031007751938
скидавать;0;2.63565891472868
скидываться;0;2.01550387596899
скончалася;0;2.7906976744186
скрипица;0;2.94573643410853
скрозь;0;2.32558139534884
скрыпочка;0;3.10077519379845
слезовый;0;2.7906976744186
служаночка;0;2.32558139534884
сметана;0;2.48062015503876
собиралася;0;2.63565891472868
согласный;0;2.48062015503876
соезжаться;0;2.32558139534884
солетаться;0;2.63565891472868
софей;0;1.08527131782946
спасать;5.26315789473684;1.3953488372093
спотешать;0;2.7906976744186
спровожать;0;2.32558139534884
статься;15.7894736842105;2.01550387596899
столбик;0;2.7906976744186
стрельба;0;2.48062015503876
студено;0;0.465116279069767
супруга;5.26315789473684;1.70542635658915
схорониться;13.1578947368421;1.86046511627907
тебя;0;1.86046511627907
теленок;0;2.17054263565891
теля;0;1.08527131782946
тешить;10.5263157894737;2.32558139534884
тиран;15.7894736842105;1.86046511627907
ткатить;0;1.70542635658915
толкать;5.26315789473684;2.32558139534884
том;0;1.55038759689922
тонка;0;3.41085271317829
тошнешенько;0;2.01550387596899
триста;0;1.55038759689922
трость;0;3.10077519379845
трясти;0;2.48062015503876
тупой;0;2.48062015503876
тычина;0;1.86046511627907
уважать;0;2.17054263565891
угаживать;0;1.55038759689922
удавиться;0;2.48062015503876
удивляться;0;2.48062015503876
узкий;0;1.86046511627907
укладывать;0;2.32558139534884
улан;0;1.55038759689922
унывать;5.26315789473684;2.17054263565891
устьице;0;1.55038759689922
уход;0;1.55038759689922
фуражечка;0;2.7906976744186
хайк;0;0.62015503875969
хвалынский;5.26315789473684;1.70542635658915
хлебать;0;2.32558139534884
хлебушек;0;0.775193798449612
хмелинка;0;1.24031007751938
царск;0;2.7906976744186
чернеть;5.26315789473684;1.24031007751938
шибкий;10.5263157894737;1.3953488372093
ширина;0;2.48062015503876
шишка;0;1.55038759689922
штык;10.5263157894737;2.63565891472868
эко;0;1.08527131782946
ярмарка;0;2.32558139534884
аксинья;0;0.930232558139535
амбар;0;2.32558139534884
ангел;28.9473684210526;0.62015503875969
анюшенька;0;2.63565891472868
байн;0;0.930232558139535
басурманин;5.26315789473684;1.24031007751938
беречься;28.9473684210526;1.24031007751938
блестеть;34.2105263157895;0.930232558139535
босиком;0;3.10077519379845
бродяга;0;1.70542635658915
быстро;18.4210526315789;1.55038759689922
велить;0;2.48062015503876
ветвь;15.7894736842105;2.17054263565891
взвеселяться;0;1.70542635658915
взмахивать;21.0526315789474;1.55038759689922
вишневочка;0;2.01550387596899
водоплавка;0;0.62015503875969
военный;0;2.17054263565891
вожеватый;0;2.48062015503876
возвиваться;0;2.48062015503876
воздалече;0;1.3953488372093
возможно;10.5263157894737;2.01550387596899
вороный;0;2.48062015503876
вослед;0;2.48062015503876
вставати;0;0.62015503875969
выламывать;0;2.7906976744186
высокохонький;0;2.7906976744186
выстраивать;0;2.32558139534884
вьюночек;0;1.08527131782946
вязовый;0;2.01550387596899
гладко;0;2.17054263565891
гнедой;13.1578947368421;1.86046511627907
гоголь;0;1.55038759689922
гоголюшка;0;1.55038759689922
голытьба;0;0.930232558139535
горестный;18.4210526315789;1.55038759689922
горностайка;5.26315789473684;2.01550387596899
гряда;10.5263157894737;2.32558139534884
грядка;0;2.48062015503876
гульливый;0;3.10077519379845
даритя;0;1.3953488372093
дождевой;5.26315789473684;1.3953488372093
дозволять;0;2.01550387596899
донюшка;0;1.86046511627907
досадно;0;2.32558139534884
доченька;0;2.17054263565891
дочушка;0;1.08527131782946
друго;0;2.94573643410853
дружечок;0;2.17054263565891
дубравушка;2.63157894736842;2.17054263565891
дуда;0;0.775193798449612
ельник;0;0.775193798449612
ендова;0;2.32558139534884
жалость;21.0526315789474;1.55038759689922
жарить;0;1.24031007751938
желание;5.26315789473684;1.3953488372093
животочек;0;2.32558139534884
забелеться;0;1.86046511627907
забирать;0;2.17054263565891
забривать;0;2.01550387596899
завидовать;15.7894736842105;1.55038759689922
завитой;0;2.7906976744186
завязывать;0;2.48062015503876
загнать;5.26315789473684;2.48062015503876
закатываться;21.0526315789474;1.24031007751938
заковывать;0;2.01550387596899
законный;0;1.70542635658915
замочек;10.5263157894737;2.17054263565891
заносить;0;2.48062015503876
застилать;0;2.01550387596899
затирать;0;2.17054263565891
звонок;0;2.17054263565891
злачный;0;2.7906976744186
злодеюшка;2.63157894736842;2.48062015503876
издирать;0;2.7906976744186
испечь;0;2.7906976744186
кавалер;0;2.17054263565891
касатушка;0;2.48062015503876
кашевар;0;1.86046511627907
каяться;0;2.7906976744186
кланялисить;0;2.7906976744186
ключий;0;2.63565891472868
княгинюшка;0;1.24031007751938
коломенский;0;1.86046511627907
колпачок;0;1.70542635658915
корм;5.26315789473684;2.01550387596899
короватушка;0;2.48062015503876
кошка;0;2.48062015503876
красавец;5.26315789473684;1.70542635658915
