CONTROL_SOBOLEVSKY_1;CONTROL_SOBOLEVSKY_2;CONTROL_SOBOLEVSKY_3;KIREYEVSKY_1;KIREYEVSKY_2;KIREYEVSKY_3;PESENNIKI_1;PESENNIKI_2;PESENNIKI_3;RUSCORPORA_1;RUSCORPORA_2;RUSCORPORA_3;RUSSKIE_PESNI_1;RUSSKIE_PESNI_2;RUSSKIE_PESNI_3;SOBOLEVSKY_FULL_1;SOBOLEVSKY_FULL_2;SOBOLEVSKY_FULL_3
человек;1.02610397274287;1.68574224093471;0.201556137503063;-0.29317256364082;-0.29317256364082;-0.952810831832664;-1.11772039888062;-0.128262996592859;-0.787901264784703;-0.622991697736742;-0.622991697736742;0.201556137503063;1.68574224093471;0.366465704551025;2.01556137503063;-0.952810831832664;-1.11772039888062;-0.29317256364082
стоять;-0.396473064694917;-0.288344047050849;-0.720860117627122;0.901075147033903;0.360430058813561;0.576688094101698;0.576688094101698;1.11733318232204;0.901075147033903;-0.828989135271191;-1.1533761882034;-1.4777632411356;-0.612731099983054;-1.04524717055933;-1.36963422349153;1.76610728818645;1.33359121761018;0.360430058813561
так;-0.92813125367209;-1.06395533957532;-0.92813125367209;-0.996043296623706;-0.92813125367209;-0.724395124817241;-0.452746953010775;0.0226373476505389;-0.18109878120431;1.99208659324741;1.24505412077963;1.31296616373125;0.769669820118319;0.701757777166702;1.58461433553771;-0.384834910059159;-0.520658995962392;-0.520658995962392
муж;2.02156729040558;1.67828227882727;1.95291028808992;0.305142232514049;-0.106799781379917;0.030514223251405;-0.24411378601124;-0.312770788326901;-0.24411378601124;-0.999340811483513;-0.999340811483513;-0.930683809167851;-0.930683809167851;-0.999340811483513;-0.930683809167851;0.167828227882727;-0.0381427790642563;0.579770241776694
взять;1.35899432852301;0.65200305934919;2.2073838515316;0.369206551679662;0.369206551679662;0.793401313183955;-0.337784717494159;-0.196386463659395;-0.0549882098246305;-2.03456376351133;-1.18617424050274;-1.32757249433751;-0.479182971328923;-0.761979478998452;-0.196386463659395;-0.0549882098246305;0.793401313183955;0.0864100440101339
младой;1.01102800251896;0.800640672515013;0.485059677509095;-0.040908647500767;-0.356489642506684;-0.040908647500767;1.85257732253474;1.43180266252685;1.2214153325229;-0.987651632518519;-0.777264302514574;-1.40842629252641;-1.51361995752838;-0.987651632518519;-0.777264302514574;0.590253342511068;-0.040908647500767;-0.461683307508657
сидеть;-0.84986982215506;-0.366785923245868;-0.84986982215506;2.20966153760316;0.76040984087558;1.08246577348171;0.921437807178644;0.438353908269452;0.921437807178644;-0.84986982215506;-1.17192575476119;-1.01089778845812;-0.688841855851996;-1.01089778845812;-0.84986982215506;1.24349373978477;-0.0447299906397398;0.116297975663324
сад;0.721504303959132;1.45464577411115;1.14044228690314;0.826238799695135;0.407300816751123;1.66411476558316;-0.221106157664895;-0.0116371661928893;0.197831825279117;-1.26845111502493;-1.47792010649693;-1.47792010649693;-0.849513132080914;-1.37318561076093;-0.640044140608908;0.512035312487126;0.30256632101512;0.0930973295431139
слеза;0.5886178308885;0.35828911445387;-0.217532676632706;-0.447861393067337;-0.678190109501967;-0.793354467719283;-0.332697034850022;-0.102368318415391;-0.563025751284652;-0.332697034850022;-0.908518825936598;-0.217532676632706;1.50993269662702;2.0857544877136;2.31608320414823;-0.563025751284652;-0.793354467719283;-0.908518825936598
давать;-0.171796067734069;-0.171796067734069;-0.687184270936277;-0.687184270936277;0.343592135468138;-0.687184270936277;-0.429490169335173;-1.20257247413848;-0.171796067734069;-0.171796067734069;0.343592135468138;0.343592135468138;0.858980338670346;0.601286237069243;2.40514494827697;-0.944878372537381;1.88975674507476;-1.46026657573959
