;KIREEVSKY.n;PESENNIKI.n;RUSCORPORA.n;RUSSKIE_PESNI.n;SOBOLEVSKY.n
зеленая;-0.2211883923;1.3432898946;-1.3358904186;-0.3049258261;0.5187147425
младого;-0.8356744883;1.393640863;-0.5420441493;-0.7378496919;0.7219274665
родился;-0.2656044923;1.5063603077;0.376997094;-1.132638582;-0.4851143275
веки;0.2226427346;1.116695288;-1.5827658581;0.4120977407;-0.1686699052
водою;-0.5399934101;1.7545585069;-0.7064637245;-0.2244106232;-0.2836907491
злые;-0.3827388505;-0.3273667429;-0.6566566507;1.7745100134;-0.4077477693
красные;0.1587893239;-0.637258679;-1.0950870647;0.0346373507;1.5389190691
милую;0.3147033146;-0.8093098029;-0.9239279595;1.5417984854;-0.1232640376
подарок;0.2929294319;0.6592136083;-1.7370456059;0.1147227185;0.6701798472
пусти;0.3721671973;0.8782443204;-1.2591318891;-0.8630288142;0.8717491856
сокола;0.9394899856;0.1440114641;-1.5961313477;-0.2006255722;0.7132554702
утренней;0.4366553589;-0.766372768;-0.3663311196;-0.8447801228;1.5408286514
красно;0.4824032519;0.2669275369;-1.7453335832;0.2206598275;0.7753429669
могли;-1.1005757144;0.3668866187;1.3112491606;0.3308832353;-0.9084433001
красоту;-0.1728094447;-0.0036477212;-0.8097283673;1.6822484772;-0.6960629441
найду;-0.788920092;0.9041477839;-0.616334332;1.2641360577;-0.7630294175
полет;-0.3749223206;1.3173180578;0.7484313712;-0.5860791029;-1.1047480056
ключи;0.0082459664;1.4572009365;-0.9450088727;-0.9113825098;0.3909444797
красотою;0.6511365314;1.2503769574;-0.0170758186;-1.2862642041;-0.5981734662
страдать;-0.8446251259;1.5724387392;-0.1960040706;0.2972188906;-0.8290284334
ступай;-1.4922285516;0.0622279256;1.3226309594;-0.0307688746;0.1381385413
сяду;1.1630815601;0.1939445807;-1.3400208995;-0.6464000199;0.6293947786
таких;-1.0149274537;0.5453344051;1.4685393138;-0.4073370549;-0.5916092103
траву;1.2268245692;-0.4117170637;-1.4216152083;0.5486870791;0.0578206237
меду;1.5538243463;-0.2284702992;-0.9838869163;-0.6742699884;0.3328028577
одном;-1.1544724769;0.965993895;0.2009657358;0.9139694157;-0.9264565696
погулять;0.6903475604;-0.7830213404;-1.2592639675;0.2228219605;1.129115787
бедной;-0.8617932346;0.1643428583;-0.2657089065;1.6425845339;-0.6794252511
бежать;-0.4055916942;1.5807987508;-0.6407748703;0.3585511845;-0.8929833708
девицей;-0.0694502487;-0.4636552185;-1.1798237211;1.5351225663;0.177806622
дочка;1.5733718845;-0.5540616717;-0.8594703293;-0.562648093;0.4028082095
манит;-0.7577528097;-0.2949428217;0.1388168685;1.6615061276;-0.7476273647
спала;0.3819619968;1.1608235586;-1.2167831536;-0.8604586093;0.5344562076
стрела;-0.6555909049;0.5702006416;-1.2364884448;1.3099718879;0.0119068202
терему;0.1692596804;-0.7701801759;-1.2599512426;0.7582808365;1.1025909016
ворон;0.6666710286;-0.8240979682;-0.8968387483;1.3978665769;-0.3436008891
завсегда;1.193744063;0.2802631972;-1.5625196851;-0.1154977566;0.2040101815
красоте;-0.9408966621;1.3504590851;-0.6090536652;0.7706140828;-0.5711228406
птичка;-0.6278658684;0.8921500147;-0.8595700538;1.2707332552;-0.6754473476
ходишь;0.584810517;0.425552035;-1.1460048621;-0.9700554182;1.1056977283
радостно;-0.8180247355;-0.1081216759;0.3119270393;1.5386156826;-0.9243963105
ручку;1.1427710747;-0.5706344461;-1.0025101703;-0.5819372049;1.0123107467
ясные;-0.3454238482;-0.6173939533;-0.8082901039;1.684854451;0.0862534544
взяли;0.9992996231;0.5137530284;-1.1055026182;-1.0500236607;0.6424736275
девке;1.5303503298;-0.0120387867;-1.1254384522;-0.5927297406;0.1998566498
кафтан;-0.0111846665;1.1643810317;-1.3178428404;-0.5861929303;0.7508394055
горькая;1.3383752061;-0.39940654;-1.3889133077;0.1277073297;0.3222373118
гробовой;-1.1320416147;-0.204118711;0.2449732561;1.5509444257;-0.4597573562
молодую;0.0061442605;-0.6787905522;-1.1324522873;0.3423854692;1.4627131099
плакал;0.191318634;1.4255495693;-0.9260662478;-0.9915446303;0.3007426749
сердечушко;0.7765940976;0.5153551015;-1.7051295092;0.4697299463;-0.0565496362
сине;1.0393951635;-0.4862557151;-0.9259480737;-0.7507029659;1.1235115912
ясны;-0.3601141347;1.2634611178;-1.4445051037;0.413692238;0.1274658826
морем;-1.3793953708;1.4127333261;0.2484747872;-0.1394869185;-0.142325824
сердечной;-0.5911933299;0.5628748677;1.4314905973;-0.3142548271;-1.088917308
уму;-0.7824572912;0.139886175;0.901477227;0.9934928621;-1.252398973
бывает;-1.0259131832;0.3732610512;1.3193867103;0.3166825312;-0.9834171095
встал;-0.5390680304;0.5435982074;1.4556705061;-1.0683583847;-0.3918422985
двадцать;1.2528650041;0.0467875329;0.6375089138;-1.2382336039;-0.6989278469
играл;0.1015043536;-0.612939769;-0.4759974013;-0.710425692;1.6978585088
надежа;-0.5948864342;1.4087189758;-0.9089229728;-0.5970317434;0.6921221745
ретивое;-0.4940159258;-0.5271702405;-0.6761326828;1.7376022687;-0.0402834196
белых;0.8697934048;1.0714887812;-1.1287211659;-0.9018771448;0.0893161246
выйду;0.0352817368;1.1598298336;-1.5099724007;-0.2450398532;0.5599006836
лесах;-0.482073576;0.6948319669;-0.838707833;1.4051002688;-0.7791508266
терема;0.2932679927;1.403058598;-1.3701475412;-0.2494601916;-0.076718858
тереме;-0.7447637601;0.6611673908;-1.2401428742;1.2068868152;0.1168524284
тужить;1.4718668078;-0.5564559688;-0.9306446681;-0.5658590317;0.5810928607
белым;0.7610976706;0.0971601033;-1.2410364627;-0.7567295791;1.1395082679
забудь;-0.7625613923;0.3619007154;-0.270052518;1.5579913626;-0.8872781677
красных;-0.1187630353;1.0299741824;-1.5985086858;0.6021343136;0.0851632251
помнишь;-0.8788834452;-0.0246888523;0.4143202657;1.4561558943;-0.9669038625
стадо;-0.5512709188;1.7789320112;-0.4775318848;-0.4802255726;-0.269903635
травы;-0.4642542985;1.6893139308;-0.7529961568;-0.5911804495;0.1191169741
увижу;-0.9582322241;0.1655793698;-0.3626951012;1.6396090726;-0.4842611171
быстрой;1.1894302625;-0.2380181174;-1.5209792866;0.1219620856;0.4476050559
позволь;-0.0491390315;-0.672547091;-1.0661489173;0.2573583366;1.5304767031
смертью;-0.5501043166;-0.0581275428;0.6783774958;1.2360192709;-1.3061649072
ласки;-1.0943585383;0.7437361737;0.0640395892;1.1930699312;-0.9064871559
пала;1.5167034619;0.2134840788;-1.2162954331;-0.4029221253;-0.1109699824
целовать;0.275301422;0.7711082701;-1.0943639366;-1.0082096178;1.0561638622
добрых;0.1191844622;-0.6623262127;-0.743665903;1.6841110642;-0.3973034107
жди;-0.1340472417;-0.6211827592;-0.7409943458;1.72988278;-0.2336584333
зарей;0.2013003275;0.2345382407;1.0448519179;0.1860813067;-1.6667717927
ноет;0.5131786811;-0.8185957134;-1.1619200529;1.2993325016;0.1680045836
светел;0.0694985907;-0.7968666061;-1.160986956;1.2828075176;0.6055474538
поехал;0.8944016321;-0.4141978005;-0.8528397309;-0.870025162;1.2426610613
навстречу;0.5261112489;1.2320986754;0.2684310759;-0.8140120791;-1.2126289211
ногой;-1.5892926595;0.0383101865;0.7951368666;-0.1487589057;0.9046045121
первой;1.4835290215;-0.6723580261;-0.7058988935;0.5966874322;-0.7019595341
покинул;0.0616136837;-0.0559606736;-1.0719993771;1.599789845;-0.533443478
тошно;0.9539040493;0.7515110598;-1.5131705323;0.2333728886;-0.4256174653
бледна;-1.2777623068;0.1635819545;0.6671666035;1.1710147923;-0.7240010435
ветру;0.9789950279;-0.8439940538;-1.2880470696;0.6285800832;0.5244660124
горнице;0.8578845154;-0.0528330759;-1.2335421475;-0.6934480003;1.1219387084
государыня;-0.1191724676;1.4981565626;-0.9518404148;-0.8235303632;0.396386683
колечко;0.239559095;1.103530895;-1.618440808;-0.0461333479;0.3214841659
краше;-0.2417405736;-0.6248301914;-0.8205190452;1.696411017;-0.0093212068
прекрасна;-0.8730137086;1.4501929504;0.6185213912;-0.4611595013;-0.7345411317
слушай;-0.8569815781;0.5491956638;-0.1650177298;1.4248807246;-0.9520770805
знают;-0.341716547;-0.3126951677;-0.0074361148;1.6662843461;-1.0044365165
никому;0.4562450645;-0.6541086404;-0.6830663971;1.560595295;-0.679665322
отрады;-0.7912252686;0.3039073377;-0.1692524915;1.5606435476;-0.9040731252
поход;1.1109734068;0.654439694;-1.2346043071;-0.8451974606;0.3143886668
русы;0.1111336292;-0.6286511689;-1.216297589;0.3146351004;1.4191800283
такие;-0.1363156108;0.339575092;1.1097795918;0.2848784306;-1.5979175037
убит;0.3604510835;1.0268260747;-1.2321642872;-0.8792560041;0.7241431332
буйну;1.1151180212;-0.6113456162;-1.13674584;-0.3506900009;0.9836634358
добры;-0.3824169761;-0.3724022433;-0.9071405991;-0.0382480642;1.7002078828
золотом;-0.3302544653;-0.5726073778;-0.6309551003;1.7640672436;-0.2302503002
убил;1.4355635323;0.3730889721;-0.8233273792;-1.0568704982;0.0715453729
цветочки;-0.3549372316;1.1504223082;-1.4928791308;0.5470410991;0.1503529551
голубушки;0.8519364732;0.8861405581;-1.5301775506;-0.3548528325;0.1469533517
дальней;0.0250401356;-0.0919962634;-1.2243646831;1.5561784128;-0.2648576019
лицу;1.1712275659;-0.7984902492;-1.1002044064;0.871466443;-0.1439993532
траве;-0.4809533896;0.8990425813;-1.492408227;0.8164830427;0.2578359927
шею;-0.6191107277;1.6443237926;0.1531963763;-0.9015407868;-0.2768686544
голубой;0.3866106786;1.2866047599;-0.6152181843;-1.3217810265;0.2637837723
золотая;-0.581242611;-0.5657013044;-0.8330605315;1.5764919537;0.4035124932
ногах;0.9881159847;-0.3616573881;-0.803453536;-0.9678238701;1.1448188094
пей;-0.5521136619;0.0094835114;-0.3337380572;-0.8266654641;1.7030336717
пропал;-0.0202846241;0.653867196;1.2538294736;-1.2744595265;-0.612952519
аль;-0.7365227923;1.4716132741;-0.7979787119;0.6029076127;-0.5400193827
высоком;-0.3416740632;-0.6513917343;-1.0921652308;1.257124874;0.8281061543
добрым;-1.0179506242;0.4095312388;-0.8752875083;1.4234836237;0.06022327
думаю;-0.698526635;0.5966177071;-1.2302728657;1.2805753807;0.0516064129
своя;0.773036909;-0.3930271538;-0.9132009497;-0.7992048517;1.3323960463
сердечко;-0.1544518734;-0.4078228065;-1.1739933567;1.5479323076;0.188335729
сторонушку;0.4896073609;-0.7932911745;-1.3361486106;0.8439520751;0.795880349
ударил;1.6614063697;-0.2089945556;-0.2863743052;-1.0489684146;-0.1170690942
взойдет;-0.1518560972;-0.2124206791;-0.7502469761;1.7294105567;-0.6148868043
горю;-0.0501510119;0.1908752127;-1.4459174492;1.3662525467;-0.0610592983
красным;0.1690185375;-0.3368636525;-1.4876734309;1.198172926;0.4573456199
летел;-1.0388103387;0.4528159426;0.4419685224;-1.0482823148;1.1923081884
одному;-0.4075633037;-0.3865807234;-0.3274520769;1.7749301957;-0.6533340917
посмотри;-0.7228742515;-0.3546314487;-0.373039687;1.7646209951;-0.3140756079
темная;0.7597061833;-0.7830923775;-1.0971864041;1.2595549757;-0.1389823773
умру;-0.7460097363;1.5327262021;-0.441072502;0.4752289558;-0.8208729196
бедная;-0.685693571;1.6328171961;-0.4526592837;0.2707371387;-0.7652014802
волнах;-0.9812769505;1.3916051271;0.4581583489;0.072455475;-0.9409420005
милее;-0.6130471999;1.7343284904;-0.6766838804;-0.0497540508;-0.3948433592
милости;-0.7247216383;1.6293544126;0.2814455449;-0.7297510108;-0.4563273084
молодчика;1.2971333721;0.2140744632;-1.2194850504;-0.7549271768;0.4632043919
парня;0.7263152403;1.1466140022;-1.2052500069;-0.8248676932;0.1571884575
племя;-0.7620072331;1.7367197062;-0.469711779;-0.4183430931;-0.0866576011
светлые;-0.802633092;-0.0794281778;0.1610519286;1.598165029;-0.8771556878
соловья;-0.5653130681;1.7608399638;-0.507693734;-0.1370910502;-0.5507421115
чистым;1.2393339787;0.7248127968;-1.2902719546;-0.183897636;-0.4899771848
ваше;-0.5120538754;0.7397629133;1.3456115908;-0.5200030372;-1.0533175915
возьмите;0.9947995409;0.3850657285;-1.0599019568;-1.0785451652;0.7585818525
горами;-0.444750169;1.7886229667;-0.4218975479;-0.4589323119;-0.4630429379
здоровье;-0.5491848171;1.7556325892;-0.4382256554;-0.6381050671;-0.1301170496
зеленые;0.5731929298;1.1929878885;-1.3634995444;-0.5937834045;0.1911021306
которого;0.0192120741;1.573471637;-0.3217958786;-1.1889271477;-0.0819606848
молвила;-0.1649091648;1.7261692323;-0.8263949251;-0.5092119557;-0.2256531867
руси;-0.0599227368;1.2899418269;-1.1621376865;0.6659133559;-0.7337947594
стада;-0.5976413112;1.57626818;-0.0720141897;0.1558094825;-1.0624221615
вспомни;1.31908529;0.7986947339;-0.8309841265;-0.8710426943;-0.4157532031
пол;-0.9754935049;0.8083264552;1.3164693276;-0.547435241;-0.6018670368
спишь;-0.0812055788;1.7168722428;-0.7779756099;-0.6194922345;-0.2381988196
младу;0.1180699067;1.3488149421;-1.0741569373;-0.8804059928;0.4876780814
хмель;-0.3539996946;0.9538662322;-1.1303976507;-0.6140219242;1.1445530373
горькой;1.2783660751;-0.0116453846;-1.4524842847;0.4383379516;-0.2525743573
платком;1.3353776685;-0.0307230089;-1.1864338335;-0.692043765;0.5738229389
приятно;-0.4844053836;1.4861495035;0.5136029941;-0.4886153812;-1.0267317329
томный;-0.804278313;0.7435931099;1.2984088614;-0.201512944;-1.0362107142
тужит;0.8015874019;-0.6810359423;-1.3107535672;0.1117366779;1.0784654298
бьют;0.8388340082;-0.2300894365;-0.7581175888;-1.0780315685;1.2274045856
вверх;-0.8654630464;0.8251998172;1.3068057545;-0.4597594292;-0.8067830961
купец;1.4042738326;-0.3155731403;-0.7357657003;-0.9903458273;0.6374108353
милей;-0.8152317112;1.1221782259;-0.5458103648;1.054759772;-0.8158959219
несчастье;-0.1249146775;1.5931385245;-0.8412359593;-0.8341047006;0.2071168129
скажешь;-0.6739776497;0.8105029696;0.8883494465;-1.3997057139;0.3748309475
слышишь;-1.157521333;1.0557638461;-0.1873199241;1.0014621082;-0.7123846972
сыру;0.0287102851;1.2764376983;-1.4896978616;-0.1662337401;0.3507836183
быстрый;-0.9052614065;0.7876999677;1.2848265779;-0.2459957386;-0.9212694004
деревне;-0.3821231618;1.7416630285;-0.8222502481;-0.2598060698;-0.2774835489
погляжу;0.296794581;1.4957098839;-1.0577520233;-0.7455263244;0.0107738829
подружки;0.8408785417;1.040474358;-1.4067804682;-0.4809002612;0.0063278297
гуляли;-0.0020457681;1.6430899139;-0.989289386;-0.5595071369;-0.0922476229
знали;-1.2019695471;0.8482423318;1.2111560777;-0.4035849388;-0.4538439235
красное;-0.5471254144;0.1235832123;-0.7504439305;1.6899647699;-0.5159786374
молодцем;-0.2980587321;0.2219291107;-1.5513981275;1.0693504793;0.5581772696
перья;0.7075782109;0.4195712806;-1.1131529875;-1.0278032019;1.0138066979
ретиво;0.3401986828;1.3410454581;-1.3534813412;-0.4802956602;0.1525328605
речке;1.0566436519;-0.0705973183;-1.3984495893;-0.4410312263;0.853434482
чистое;0.08751919;-0.0417670923;-1.4982591055;1.3140150415;0.1384919663
весела;-0.3821760473;1.7435182075;-0.8150804332;-0.2568723387;-0.2893893883
вьются;-0.5395678183;1.0929550788;-1.0995992882;1.0333768146;-0.4871647869
крылом;0.6263300449;-0.0807442101;0.1056963678;0.9739617364;-1.625243939
любили;-0.9790351179;0.6189429486;0.9827583781;0.5543253822;-1.1769915909
поутру;0.7921403844;-0.068948544;0.1580835766;0.7747729447;-1.6560483618
дверей;-1.1722722057;-0.0049237008;-0.2019223881;1.5934389366;-0.2143206421
детинушка;0.6823847929;1.2265859096;-1.0863700735;-0.916919819;0.09431919
коли;-0.6011760006;-0.0279213246;-1.0410996427;1.5963935628;0.0738034051
лугах;-0.5542352714;1.0792672349;-1.1565864283;1.0196532203;-0.3880987554
неволе;-0.8263235036;0.2576012092;-0.5343970656;1.6371044049;-0.5339850449
полям;1.7721248834;-0.3632066494;-0.6754254098;-0.4017391385;-0.3317536857
упала;0.2546968536;1.4629085963;-0.5926713012;-1.1992677735;0.0743336248
батюшку;0.4987682652;-0.3465651698;-0.9684058399;-0.6782271853;1.4944299298
ветром;-0.2891973964;-0.4622623618;-0.6660794479;1.7704446577;-0.3529054516
дорожке;1.5240158733;-0.510460395;-0.9623547887;-0.5202559363;0.4690552467
кой;-1.1388317716;0.876955358;1.2076530297;-0.3538526997;-0.5919239164
любезной;1.0957155034;0.5378256441;-1.1056479058;0.4937994393;-1.021692681
племени;0.3655021013;1.0787275461;-1.5549251655;-0.3180394904;0.4287350085
село;-1.3414994792;1.3245129441;-0.4665072549;0.4778956476;0.0055981424
сыром;0.7893911293;0.3423521154;-1.7513929594;0.2976492384;0.3220004763
бегу;-0.6671858567;1.1250365886;-0.8976630553;1.0525643467;-0.6127520233
колыбели;-0.5903636763;0.7981959465;1.2385412521;-0.257154925;-1.1892185972
палаты;-0.5059109603;0.0927078982;-0.4812172281;-0.7985618038;1.692982094
светла;-0.9504739866;0.5833402209;-0.3278125819;1.4446005788;-0.7496542312
силою;-1.2892244091;0.6343720545;0.925017731;0.5871776704;-0.8573430468
темном;0.9760296672;-0.6238796926;-1.3305398545;0.0368783833;0.9415114967
веселые;-0.4064063503;1.5441488934;-1.0880708432;0.3393799341;-0.3890516339
дорожку;0.8913185087;0.5289244156;-1.2130412844;-0.9500211827;0.7428195429
надежду;-0.8398076294;0.6045109525;0.9693466819;0.5604020726;-1.2944520776
полюбила;0.1047127873;1.5829213308;-1.1345166346;-0.4236944328;-0.1294230507
раздолье;1.274890838;-0.689194523;-0.999481625;0.8452857943;-0.4315004843
всеми;1.6824809465;-0.0637739558;-0.3233576905;-0.98059029;-0.3147590101
женился;0.1765954456;1.4703346218;-1.1162817819;-0.7236097145;0.192961429
листы;-0.6295913473;0.5971119055;0.9287996443;0.5475076083;-1.4438278108
людях;1.2193041175;-0.0141332961;-1.5267648756;0.4161158138;-0.0945217596
муку;-0.619799807;1.7719176595;-0.3289660454;-0.290853289;-0.5322985181
недолго;-1.4804798215;0.8142902722;0.714951781;-0.586860415;0.5380981833
цветут;-0.6733713752;1.547775997;-0.9366164124;0.3997351106;-0.33752332
лесом;1.1349015285;-0.7361889038;-1.2986023304;0.648383338;0.2515063676
поедем;0.8552989315;0.3191918396;-1.1543031244;-0.9676847678;0.947497121
пустил;1.1598596453;0.1864907738;-1.3041262449;-0.6987218905;0.6564977164
умеет;-0.8919707521;1.6504656058;-0.3110809925;-0.6001976318;0.1527837706
льются;-0.5826245336;-0.230852748;-0.2902168366;1.7589012203;-0.6552071021
миленькой;1.7235619418;0.0067851744;-0.6921578887;-0.4439706654;-0.5942185621
милу;0.7581010404;-0.0280651665;-1.5985466672;-0.0617225327;0.930233326
просить;-0.5969499009;1.7600318294;-0.1644567016;-0.5999768986;-0.3986483284
свекровь;-0.0031772724;-0.5024662597;-1.2198479915;0.2419285822;1.4835629415
голубка;0.7946104978;0.6869607269;-1.690027993;0.2010720393;0.007384729
ехать;1.6979902615;-0.5150248394;-0.9004362488;-0.162260798;-0.1202683753
которую;0.4496544227;0.5086430893;-0.2336040802;-1.6315850616;0.9068916298
подарю;-0.0221064778;0.3741822116;-1.0479727378;-0.774351769;1.4702487731
русые;0.1763884684;-0.704584193;-1.1479152075;1.4504544256;0.2256565065
темны;0.35814322;1.4663573025;-1.100673307;-0.7141103197;-0.0097168958
хороши;0.6783274164;1.0026339004;-1.363953035;-0.7170657628;0.4000574809
церкви;-0.7037020619;0.1002774349;-0.9901180341;0.0078717753;1.5856708857
ясных;0.1200095209;0.3857675479;-1.6732065815;1.0054463156;0.1619831971
белом;-0.541385049;0.1293544816;-0.8878437854;1.6641034332;-0.3642290804
гнезда;0.4332633876;0.4744532712;-1.7883235341;0.4144033078;0.4662035675
любезного;0.7602512393;1.1022622229;-1.2537385522;-0.7786617651;0.169886855
милом;0.2576867803;1.1956868993;-1.5798493897;0.0652646014;0.0612111087
положу;0.9461782219;-0.563277339;-1.2591243343;-0.2014926653;1.0777161167
скачет;-0.9047250376;0.1538655972;-0.0916815983;1.6033142512;-0.7607732125
игра;-0.7340216606;0.2458410532;-0.4100679874;-0.7402438868;1.6384924816
коню;0.8538646024;-0.3237117473;-0.9938407637;-0.785727479;1.2494153875
праву;-0.5281134803;1.5492274918;-0.7912211515;-0.6931047373;0.4632118773
сорок;1.3929611147;-0.18721721;-0.7918766126;-1.0168402492;0.6029729572
старому;0.55413254;-0.4024111388;-1.1521473238;-0.4225906295;1.4230165521
темна;0.1513156996;-0.5876238283;-0.9477360534;1.6343089422;-0.25026476
уши;-0.8873821658;1.608598683;0.3027790603;-0.4448988379;-0.5790967395
беседе;0.6822127863;0.7212331362;-1.4223597857;-0.6945040938;0.7134179569
веселой;-0.9177856092;-0.0193857831;-0.198616173;1.6798377304;-0.5440501652
неделю;0.0413355844;1.1872288328;-1.0629548399;-0.9328614957;0.7672519184
низко;0.0538759218;0.9386828538;-1.0140287872;-1.0109026557;1.0323726674
пели;-0.9096376332;1.6442383942;-0.3645115942;0.1808022298;-0.5508913966
приду;-0.3333585071;1.5598513728;-1.1896165255;-0.1596266796;0.1227503394
стоишь;-0.2785598569;1.1136916906;-0.8739129333;-0.9597977422;0.9985788419
стрелы;-1.03532915;1.2840615311;0.0843115268;0.6134498339;-0.9464937418
баба;-0.5884718354;1.5051030519;-1.1550574142;0.0056689529;0.2327572448
гой;-0.5988435234;0.6431622323;-1.1993767408;1.3265766388;-0.1715186069
жги;-0.8637011496;1.6162967244;-0.7175766191;-0.2685830278;0.2335640722
летом;-0.6070783096;1.5850889841;-0.460232403;-0.8806156852;0.3628374137
любо;-0.390105225;-0.374507945;-0.6548406694;1.7754006055;-0.3559467661
быстра;0.4507876582;0.3414456145;-1.1685773966;-0.8710292405;1.2473733643
косы;0.5320848346;-0.6612223764;-1.1769175661;1.3747081509;-0.0686530431
поил;1.1060214125;-0.3813426405;-1.0139127873;-0.7389686213;1.0282026367
рвется;-1.0298467271;0.3513226139;0.3437368973;1.3166959714;-0.9819087555
удалого;-0.0875400994;0.3334033155;-1.2209702334;-0.4909641973;1.4660712146
вечерней;1.0655201573;-0.3836415144;-1.148507492;1.0362917848;-0.5696629357
головку;0.6835870389;0.5248834012;-1.4270630916;-0.6642687117;0.8828613633
дорог;1.6722320592;-0.463669414;-0.9065608419;0.0951652112;-0.3971670145
ноженьки;0.4653355755;0.7292124748;-1.3900950305;-0.7085231254;0.9040701056
полночи;-0.0438426052;-0.2424112967;-0.3903964399;1.6721125165;-0.9954621746
худа;0.2874323325;1.4062581412;-1.0521457993;-0.8806920309;0.2391473564
буйные;-0.58091697;0.7909353021;-1.0009993406;1.323426834;-0.5324458255
лебедушка;1.4066105715;-0.6585212311;-1.2133721797;0.172307425;0.2929754143
поцелую;0.1465313227;-0.2236230031;-0.9379492521;-0.6180057389;1.6330466714
прекрасных;-0.68816011;0.9832706402;1.1088983315;-0.287071569;-1.1169372927
пришло;0.2959672107;0.9110448848;-1.3980903039;0.8403507211;-0.6492725127
работу;0.3058544743;-0.1206132086;-0.9183939818;-0.812342964;1.5454956802
тепло;1.0841227769;-0.5568969362;-1.4225518498;0.2354302195;0.6598957898
хоровод;-0.8320916873;1.4586589517;-0.8164194252;0.5926081512;-0.4027559905
частым;1.028513738;0.8803337544;-1.2544125276;-0.7628082425;0.1083732777
буйной;1.1138335474;-0.2555325049;-0.9778317781;-0.8704978162;0.9900285518
доброму;1.312515765;0.493920164;-1.3385952611;-0.4908936009;0.023052933
дорожка;1.5622973981;-0.5365892355;-1.0563250605;-0.2630865058;0.2937034037
поп;-0.144825433;0.3858724691;-0.5916266491;-1.1321223143;1.4827019272
сидя;-0.8100582952;0.3293800993;0.2237466423;1.3839029192;-1.1269713656
соседи;0.2066847229;-0.1495133272;-0.926201791;-0.7272658744;1.5962962697
держал;0.0599848487;0.0875915915;-0.8124987032;-0.914036879;1.578959142
жива;-1.4684982386;0.8714146166;0.3456030602;-0.5572995339;0.8087800958
лесе;0.6367151534;0.6787611433;-1.6958005453;-0.1146446729;0.4949689215
дороженька;0.6263732318;-0.0395955201;-1.7000053536;0.3370316316;0.7761960103
ласточка;-0.2384755938;-0.4826691617;-0.738559244;1.7543817044;-0.2946777049
младешенька;-0.1479690084;1.2029435447;-1.0836668964;-0.809148335;0.8378406951
носить;-0.5734458073;0.8733875922;-1.3930042686;0.1161242653;0.9769382184
горевать;-0.5056727724;-0.4972516333;-0.9663537126;1.5432839414;0.4259941769
иметь;-1.1829236669;0.8151637851;0.6108052844;0.7541430376;-0.9971884402
кручины;-0.1714931939;1.3627345201;-1.337412173;0.4694378129;-0.3232669661
мыслит;-1.0036160927;0.7226579804;0.7821531935;0.6803047929;-1.1814998741
песенки;0.2918816052;0.9797647403;-1.6616436836;0.4376480963;-0.0476507581
пиру;0.4505443481;-0.5769990541;-1.465183882;0.9549754694;0.6366631187
разлуку;0.0529896356;1.6853314708;-0.658806092;-0.2750424412;-0.8044725731
твоею;-0.9476879674;0.388156277;0.2946265399;1.3218494925;-1.0569443421
еси;-0.2701950617;1.3477775574;-1.1498164669;-0.5907017695;0.6629357408
истину;-1.4606122756;0.895930967;0.2747674602;-0.5429374376;0.8328512859
лошадь;-0.4172745907;0.9615741692;-0.9224748754;-0.8055954317;1.1837707286
постелю;1.2647839991;-0.3239928193;-0.9987972249;-0.7760037605;0.8340098056
реченька;0.6618025983;0.0912333055;-1.6733997968;0.0540464535;0.8663174395
хотелось;0.5685238912;0.6310411975;-0.0111833249;0.5398983821;-1.7282801458
белому;0.5019558697;0.9350018194;-1.3961787092;-0.6999722487;0.6591932688
всякой;-0.646974133;1.0381231899;1.0288682272;-0.242606063;-1.1774112209
глядела;-0.0492275582;1.6487820049;-1.0493407996;-0.3904560872;-0.1597575599
забыла;0.2949639432;1.6058202211;-0.8315060549;-0.3458832169;-0.7233948925
корабли;-0.2576950224;1.736139725;-0.5797652584;-0.7488994024;-0.1497800417
молодцом;0.1275482152;0.2486908454;-1.3967898547;1.3617742098;-0.3412234157
начало;-0.7868277286;1.6183273628;0.2748903979;-0.3604458397;-0.7459441924
нова;0.4963525436;0.882536672;-1.2276358124;-0.9289246247;0.7776712215
травка;1.4929831844;-0.6244272165;-1.001057343;0.4964818761;-0.3639805011
цвели;1.2508909938;0.5309418854;-1.3115310799;-0.6368141736;0.1665123743
больна;0.4530707371;1.5232888629;-0.8637927132;-0.7900328359;-0.322534051
гостях;0.9581834558;0.86957002;-1.1577982317;-0.9517497378;0.2817944937
держать;0.7403405377;0.5985363528;-1.2019355602;-0.9739055242;0.8369641939
доброй;1.2887661352;0.8728984767;-0.6354226383;-0.6973148782;-0.8289270954
крыльцо;0.1758507236;1.4594837789;-0.9689674018;-0.9154477687;0.249080668
мороз;0.0401511647;0.7629446396;0.2214516148;0.6798701232;-1.7044175424
плясать;-0.1203329445;0.590870479;-1.6953677567;0.5349048129;0.6899254093
полюбить;1.2505253235;0.2325855585;-1.5246729958;0.1890054973;-0.1474433834
потерял;-0.7911428805;1.7181937692;-0.0326087107;-0.5492661315;-0.3451760465
прежнего;-0.5703860851;1.6939236294;-0.780882561;0.0902051628;-0.432860146
пташечка;-0.0021239203;-0.3208009784;-1.0935880557;1.629639381;-0.2131264266
росла;0.1497170418;0.6966945829;-1.1411939149;-0.8885696685;1.1833519587
сиди;-0.2339676526;1.1062886295;-1.5469598775;0.5617419538;0.1128969468
темнице;0.2180150884;1.5623686271;-1.1284054143;-0.4392081038;-0.2127701974
