;KIREEVSKY.n;PESENNIKI.n;RUSCORPORA.n;RUSSKIE_PESNI.n;SOBOLEVSKY.n
скажет;-1.1253744959;0.7364796508;-0.4527148419;1.324139169;-0.4825294821
род;-0.8495326569;1.2733280716;0.7824572051;-1.0013523247;-0.204900295
товарищ;-0.1129111212;1.3338474595;-0.2747937102;-1.3909486244;0.4448059964
дружок;1.0551069302;0.2434796398;-1.6508572283;0.034554726;0.3177159323
прямо;-0.9952690672;-0.1982412491;1.6873158948;-0.2225821423;-0.2712234361
стол;-1.0350584099;0.9494263648;-0.9793699773;0.0320195131;1.0329825092
тотчас;-0.749388296;-0.0747035419;1.6846703452;-0.0953081295;-0.7652703778
болит;0.887759694;-0.7460627031;-1.3080341912;0.2197483948;0.9465888054
солнышко;-0.3486502756;-0.3624532212;-0.7737587168;1.7538558937;-0.2689936801
поры;0.2762434844;0.0324762574;-1.4265210321;1.3535492193;-0.235747929
свекор;0.3421334806;0.3160801974;-1.0606496187;-0.9339214557;1.3363573965
умом;-1.0493064501;-0.3962837076;1.1169941497;1.0129002661;-0.684304258
дала;0.2350072783;1.4860344702;-0.9471481436;-0.9065273405;0.1326337356
крепко;-0.8630525167;0.6935080923;-1.2959455998;0.6305653269;0.8349246973
волю;-0.6745912131;1.1262891751;-0.7989244167;1.0618238049;-0.7145973502
забыть;-0.493352728;-0.3387971032;-0.2528553944;1.765054368;-0.6800491424
млад;0.1468367366;1.3060526353;-1.1249770482;-0.8543650558;0.5264527321
своему;0.7611740656;0.0383684159;-0.8955525666;-1.0949119576;1.1909220428
белые;0.3090887208;-0.6617522475;-1.2712428002;0.2962235883;1.3276827385
весть;-0.3994449165;-0.385532711;-0.3302587917;1.7743476953;-0.6591112761
вчера;-0.855212025;-0.1077587452;0.1117258342;1.6260825491;-0.774837613
дам;-1.3195361571;-0.4126515881;1.4255933038;0.221218695;0.0853757463
веселый;-0.9950717995;-0.1633438003;1.6835568418;-0.1887444223;-0.3363968197
пой;1.6119855094;-0.6164600807;-0.5309431003;-0.794279038;0.3296967096
цветами;-0.0609639699;-0.6028933736;1.7414005473;-0.6382136209;-0.4393295828
отцу;-0.294757938;1.1854353432;-1.0070162118;-0.8040984771;0.9204372837
ясно;-0.495024184;0.4175335674;0.0240492766;1.3643698059;-1.3109284658
видишь;-0.9783069854;0.9716678044;0.6429824325;0.5428987387;-1.1792419902
едет;0.4558355687;-0.6051922265;-0.5132864986;-0.8817211452;1.5443643015
водой;1.4301160829;-0.7183364523;-1.1553397022;0.1689684157;0.2745916559
окошко;1.3228037094;0.0259021796;-1.1134411117;-0.8183796885;0.5831149111
обо;0.4012884656;1.2196055184;-1.1162697651;0.4470264914;-0.9516507102
ветры;-0.1674410662;1.2529451092;-1.1554186949;0.7645653209;-0.694650669
петь;-0.7669216412;-0.1393657488;0.0297259601;1.6645239171;-0.7879624871
полуночи;-0.1663914283;0.3228220072;-1.6368527458;0.9558358001;0.5245863667
возьму;0.5490047216;0.7011183305;-1.3450992902;-0.7871449017;0.8821211399
смотрит;-0.9889190739;0.6787735547;1.2338604741;0.0914368377;-1.0151517926
черный;-0.8317888229;-1.0735907694;0.7503263464;1.2577716477;-0.1027184017
высокой;-0.6541425508;1.6647085361;0.1634761726;-0.7930927411;-0.3809494169
скажите;-0.3494829755;-0.8908189767;-0.2834948176;1.7218347347;-0.1980379649
увидел;-1.2144583042;0.5762283947;1.0422631313;0.5139156511;-0.9179488728
хожу;-0.1552455526;0.9783550703;-1.0493802041;-0.8594699597;1.085740646
делать;-0.7004677782;-0.4906047083;0.3626138945;1.5961749919;-0.7677163999
громким;1.2949837775;-0.2395752797;-1.0735359864;-0.7369177851;0.7550452737
иду;-0.6171207866;1.7550743363;-0.5633891999;-0.4552204405;-0.1193439093
лицом;0.9868197866;-0.5710086712;1.0275432679;-1.2706101115;-0.1727442718
самой;1.5954602625;-0.0199046634;-0.0884060857;-1.1561810348;-0.3309684786
черной;0.7053729305;1.2758689499;-0.9524813252;-0.9824682163;-0.0462923389
веселье;-1.2277833278;-0.0122736006;0.0691246227;1.5346968975;-0.3637645917
дитятко;1.3028586758;-0.406102413;-1.2798600383;-0.270083321;0.6531870966
приди;-0.5207195788;0.5874245439;0.9681590614;0.4600596185;-1.4949236451
сени;-0.4224128992;0.3186090241;0.0062277874;-1.3141602861;1.4117363739
лебедь;0.3254882357;-0.4255396839;-1.3400461784;1.3834902344;0.0566073922
прошу;-1.3113657649;1.332071322;0.5602670995;-0.182685616;-0.3982870407
улицу;0.8874134062;0.7944814565;-1.1252249382;-1.0399860628;0.4833161383
весел;0.2293039629;1.4558962857;-1.3281721845;-0.1762974203;-0.1807306437
голубчик;1.0227025614;0.8883824531;-1.3209109042;-0.6457277051;0.0555535949
города;0.6575803517;-0.8985429492;-0.9691883078;-0.1327084137;1.342859319
дорога;0.7461658965;-0.7121157486;0.3673050656;-1.36701195;0.9656567365
родимый;0.2330037346;-0.7277120474;-1.3254934626;0.9464620241;0.8737397514
кони;0.4360900768;-1.5692995246;0.7343302006;-0.4040217573;0.8029010045
села;1.6747527743;-0.3325826188;-0.6152084397;-0.8335201404;0.1065584246
семь;1.6091938641;-0.7321356763;-0.4617392533;-0.7438611142;0.3285421797
дружку;1.4809269664;-0.192146219;-1.1912947509;-0.4646758098;0.3671898133
передо;-0.7107851649;-0.210081535;1.7464671706;-0.2400365939;-0.5855638768
слышит;-1.2023429442;0.7372636599;1.1560045599;0.121323357;-0.8122486325
житье;0.0135084594;0.3650771902;-1.6583951613;1.0254598508;0.2543496609
луга;1.2126557719;-0.2228338386;-1.3291490881;0.7422027909;-0.4028756361
сырой;-0.4381186171;-0.1559623129;-0.9779580693;1.6781160587;-0.1060770593
хотят;0.720399444;0.9386449147;-1.0183128414;-1.1443017038;0.5035701866
всякий;-1.0875437489;0.4515600531;0.7979472027;0.9098528154;-1.0718163223
место;-0.8857403173;-0.8595530243;1.2106118981;0.926168999;-0.3914875555
новые;0.7022939823;-0.6295739284;-0.5163445818;-0.9498119811;1.393436509
городе;1.0197473294;-0.124768798;-1.1519997537;-0.7615497083;1.0185709306
зовут;-1.1853826676;0.3043799323;-0.6760401053;0.1331535561;1.4238892845
чести;-0.6969503446;0.0804302897;1.7063312453;-0.510404498;-0.5794066924
видал;0.836050721;-1.0720548204;0.6216526264;-1.112308704;0.726660177
головушку;0.1522676557;0.3613815166;-1.7529617193;0.671595549;0.567716998
дороги;-1.3413757797;1.4145177136;0.1275562972;-0.3862163545;0.1855181233
москве;1.4327225395;0.0464004338;-0.9141058677;-0.9716897418;0.4066726362
станет;-1.0592448303;1.2872231542;-0.4548126556;0.8164376072;-0.5896032755
бережку;0.8295362609;0.2862451226;-1.2706495032;-0.8179404691;0.9728085889
молодчик;0.4499524796;1.1011484498;-1.2961468176;-0.7879759148;0.5330218031
долине;0.6966312404;1.3519352041;-1.0221998247;-0.2730068977;-0.7533597221
наше;0.5544571503;-1.1837529615;-0.3211111582;1.407018143;-0.4566111736
растет;-0.0831012239;1.6120997742;-1.1487456376;-0.2241545766;-0.1560983361
будем;1.5293320663;-1.1024023444;0.361123726;-0.3443878363;-0.4436656116
девку;1.5460159111;0.1610601193;-1.0184494212;-0.7377290603;0.0491024511
которой;-0.816779672;1.6504579284;0.1989293625;-0.6507423744;-0.3818652446
течет;1.0143249609;-0.175442468;-1.4551898192;0.8706792378;-0.2543719114
чей;-1.6164302902;0.8207241133;0.8438248263;-0.0376056783;-0.0105129711
писать;1.5363645122;-0.8788316156;0.2099662594;-0.9064417898;0.0389426338
шли;1.2608646848;-0.6435257865;-0.5996588073;-0.9133697108;0.8956896198
оставил;-1.287066468;-0.2797396903;1.1386887858;0.8762335949;-0.4481162224
ровно;0.7231975746;-0.5641325872;-1.3003523853;-0.068322225;1.2096096228
батюшке;0.432424371;1.1485938978;-1.1622115393;-0.9358006462;0.5169939166
белое;1.4592937543;-0.2781777498;-1.0951561161;-0.5861269814;0.5001670931
вор;1.603682616;-0.366975479;-0.757186494;-0.7898647001;0.310344057
живу;-0.7295971236;1.1257532286;-0.8479101498;1.0563513522;-0.6045973074
красотой;-0.7201686864;-0.5827220333;0.2071286386;1.6655890867;-0.5698270057
молоду;0.3738747939;1.0163701861;-1.2600923048;-0.849584721;0.7194320458
думу;0.6093277627;-0.9910543158;-0.9880186642;1.2899549004;0.0797903169
цветет;-0.4412759462;-0.5667503154;-0.2010673168;1.7691685975;-0.5600750191
правой;0.6993474373;0.5979808243;-1.1940158733;-0.9796436578;0.8763312694
здравствуй;0.0410846565;0.8269744275;-1.1718696775;-0.8214898871;1.1253004806
белу;0.8673648546;0.9931790886;-1.4463794244;-0.4114030161;-0.0027615027
девушке;0.8650943455;0.6229050943;-1.291240282;-0.8654983663;0.6687392085
молодого;-0.2187804349;1.0708371837;-1.0216339124;-0.8499115811;1.0194887447
голубь;0.5269275195;1.252385085;-1.167090332;-0.8558251935;0.243602921
крылья;-0.5728091103;0.4132162484;-0.6436421525;1.5772606483;-0.7740256339
льется;-1.0047559111;1.5764454821;0.0044844378;0.1237848487;-0.6999588576
страсть;-0.8490498067;0.7797048552;1.0760435169;0.206081515;-1.2127800804
твоего;-0.8856822641;1.5868822396;-0.3834735815;-0.6587855241;0.3410591302
добру;-0.3931095277;-0.8225164474;-0.8911333492;1.332302162;0.7744571622
другим;-0.609056699;-0.480959674;0.3095981183;1.6144130337;-0.8339947789
милые;0.0661713541;-0.9526513365;-0.2956258801;1.6638984436;-0.4817925811
весной;-0.8852049323;0.9456053359;-0.6222860347;1.2235840878;-0.6616984567
воли;-0.3403798683;-0.7552073893;-0.2966343792;1.7583421601;-0.3661205232
высок;0.5018591873;0.0723794727;-1.0858719665;-0.8471104342;1.3587437406
скучно;-0.3652272991;-0.4011676126;-0.5231396374;1.7850630278;-0.4955284787
живут;-1.1688439506;0.9902587788;-0.7397837795;-0.1257131924;1.0440821437
приходит;-0.1604636781;-0.9231295846;0.853255793;-0.9728363329;1.2031738026
черные;-0.7860014745;1.0072751561;-0.8828913359;1.1582241916;-0.4966065373
таков;-1.0850461839;-0.2522589537;0.8880222638;1.1914736632;-0.7421907894
дайте;-0.1636763348;-0.3503839772;-0.5702679237;1.7540535022;-0.6697252664
дворе;1.4229934608;-0.3725164085;-0.9926824465;-0.680523188;0.6227285822
змея;0.0171276475;-0.8180104432;-0.6856175728;1.6801739884;-0.1936736199
пройдет;-0.9289999839;1.0664114182;-0.1488013892;1.000058844;-0.9886688891
чужих;0.7779915901;-0.6133234715;-1.1525406187;1.2692644028;-0.2813919028
никого;-0.4426708247;1.2702502978;-1.3210778892;-0.1554258715;0.6489242876
стороны;0.9601967257;-0.3625576137;-1.2720797777;-0.4047204189;1.0791610846
али;0.2949250954;1.4565379245;-1.2997181966;-0.2155675769;-0.2361772465
встречу;-0.1765843309;-0.0593720787;-0.7827993389;-0.6809133691;1.6996691176
гостя;-0.4262712547;1.3036759816;-0.8336525435;-0.8653178686;0.8215656853
корабль;1.5066893287;-0.1430712283;-0.7375902137;-1.0092262348;0.3831983481
купил;1.4610399313;0.0793383367;-1.0966687675;-0.7500338399;0.3063243394
светом;-0.9885623884;-0.0179824182;1.3864354999;0.5270132198;-0.9069039131
взяла;0.9465290542;-0.7337548754;-0.6966723851;-0.7488221579;1.2327203642
глазами;-0.9917678712;0.9682687448;1.1247204224;-0.2284989222;-0.8727223738
оне;-0.8810267454;0.5056181652;-0.7316400485;-0.4004323542;1.507480983
пишет;-0.1043872267;1.7149441606;-0.6036868738;-0.8007045478;-0.2061655123
прошли;0.6535038049;-1.2285678186;-0.948327632;0.8056704828;0.7177211628
руками;-0.5972711486;1.6604057983;0.1729846338;-0.8330022329;-0.4031170506
глядят;-0.6131739524;1.5981846052;-0.7394242114;-0.6192401753;0.3736537339
могла;-0.4282393777;1.0860972122;1.0103964284;-1.1692142812;-0.4990399817
облака;-0.8368345151;-0.0364108605;1.3923668129;0.5230481775;-1.0421696148
вином;1.0779007053;0.5614234681;-0.6574912936;0.4059227475;-1.3877556273
государь;-0.2630611729;1.7551247839;-0.5809044943;-0.676690744;-0.2344683727
слезно;1.5315673698;-0.0603903213;-1.0465460829;-0.6946224228;0.2699914573
встань;0.7643260309;0.3765219619;-1.4088194485;-0.6576456073;0.925617063
коне;-0.2686479176;-0.9741239385;-0.636762052;1.5750311047;0.3045028035
платок;1.3673653325;-0.0248047804;-0.9446731822;-0.9599076031;0.5620202333
веселья;-1.0649157643;0.8230634993;0.0318148336;1.1455596438;-0.9355222124
другого;-1.039215759;-0.3925463246;0.5218561209;1.4746685662;-0.5647626034
жив;-0.6466713245;-0.4318485469;0.7896101329;1.3128093638;-1.0238996254
перстень;0.7457738862;-0.6386946159;-1.4481351478;0.5298516106;0.8112042669
прошла;1.370993751;-1.06214095;-0.8785157921;0.4553964074;0.1142665837
видать;-0.5163103207;-0.0251459167;-0.6817565277;1.7340756779;-0.5108629129
пыль;-0.1446807744;-0.6550919005;0.0294515904;1.6603776596;-0.8900565751
страны;-1.1782189405;0.8648471138;0.9651161839;0.2741299029;-0.9258742602
близко;0.3776046402;1.5422977736;-0.5680558032;-1.0239895982;-0.3278570123
матушку;0.3644272098;-0.1332367747;-1.4173890865;-0.1608619889;1.3470606403
окошечко;0.8391414246;0.4663085283;-1.2299529079;-0.9217066573;0.8462096123
полю;0.215023073;-0.2241885748;-1.6095886094;0.8450606192;0.7736934919
прими;-0.3842943802;1.7817123836;-0.5992797177;-0.3898422886;-0.4082959971
роду;0.679154696;0.5662808664;-1.5048540228;-0.5484648921;0.8078833525
темные;0.2663046146;-0.99985649;-1.0020564668;1.3255614923;0.4100468499
стены;-0.1689583576;-0.5790190445;0.6584124641;1.3094310581;-1.21986612
заре;0.8505899242;0.3666478284;-1.277953708;-0.8377022901;0.8984182456
играть;0.5192663489;1.2080617607;-1.409187415;0.1833718521;-0.5015125468
скорее;-0.8616439705;1.0227616601;1.0812469641;-0.2532840452;-0.9890806085
добрые;-0.3677275289;-0.6404077331;-0.7115701338;1.7170659212;0.0026394746
ручей;-0.9517899545;0.380746735;0.3196909065;1.3121281231;-1.0607758101
слезой;-0.6349122184;-0.4687605766;-0.2428478468;1.7713532133;-0.4248325715
хорош;0.1211513514;0.9218747888;-0.9211777797;-1.1285095891;1.0066612286
ванюшка;0.8181794048;0.4664991897;-1.158210978;-1.0022522503;0.8757846338
разлуки;-0.6567937083;0.0604426463;1.5871429668;0.0314397027;-1.0222316075
высокий;-1.6388302243;0.847983348;0.1010905302;0.7614466151;-0.071690269
забавы;0.1155417997;0.9705659432;0.9613666498;-0.9133961058;-1.134078287
плакала;1.3735674381;-0.3465638263;-0.9640145902;-0.7601570077;0.697167986
шумят;-0.3337088878;-0.9955820649;-0.1924624338;1.6835213316;-0.161767945
бело;1.2414707992;0.1406051512;-1.069924135;-0.9452284321;0.6330766167
белого;-0.1233812159;0.8617952761;-1.6704285543;0.3726559911;0.5593585031
молодцы;0.0569398069;-0.6554930576;-0.9886066294;-0.0219583483;1.6091182284
молодость;-0.2966110238;1.5157232853;-1.1420688184;0.353470492;-0.4305139351
вдова;1.3055645086;-0.5806943894;-0.8032268433;-0.7701584313;0.8485151553
льет;-0.2863565565;-0.4725307611;0.6634261938;1.3224901225;-1.2270289987
просит;-1.0955129374;1.5229696406;0.2785264793;-0.0758348207;-0.6301483618
самый;0.6611522445;-0.6977595511;1.4428153356;-0.7559373149;-0.6502707142
черны;-0.0114131668;1.6577077305;-0.8851345749;-0.6795192357;-0.081640753
женись;1.1567040289;0.129188392;-1.3316985799;-0.6369741587;0.6827803177
лето;-0.2427949848;-0.8425292245;-0.8959220375;1.4732464024;0.5079998444
любя;-0.4779411468;0.5130496873;0.4286715068;1.0363857846;-1.5001658319
радостью;-0.617790772;-0.2123954046;-0.2668160283;1.7527280417;-0.6557258368
знай;-0.6720189636;-0.1369604064;1.3620652112;0.595655092;-1.1487409332
нашу;-1.5196346673;0.908584615;0.1792900824;0.8240868601;-0.3923268902
пору;0.3507354659;-1.091551868;-1.0418686059;0.8170927852;0.9655922228
сижу;0.9367630109;-0.013140704;-0.965583021;-1.02522026;1.0671809741
куплю;0.4243735932;-0.0343487177;-1.408323474;-0.3022957678;1.3205943664
любезная;1.4997606217;0.1303957998;-1.2295363562;-0.4664933748;0.0658733096
остался;-0.5322697303;-0.4984075605;1.4222890738;0.631446408;-1.023058191
новым;1.1441732493;0.2625667744;-0.5517801384;-1.4154037101;0.5604438248
родного;-0.5296700292;-0.9058521648;-0.7030603029;0.8265772419;1.312005255
ждать;-0.6729672414;0.3752869437;0.1997445297;1.3454209717;-1.2474852038
кровать;0.0133713879;1.5583787784;-0.8981547281;-0.8553193997;0.1817239614
удалой;0.6324966115;0.6704400481;-1.6418934362;0.6151230193;-0.2761662427
сторона;0.9323029758;0.8451780661;-1.1828986984;-0.9455472113;0.3509648678
товарищи;-0.5361289394;0.3165815651;-1.356304147;0.272597261;1.3032542604
гору;-0.1104861346;1.412284571;-0.9851063388;-0.8557210065;0.539028909
душечка;0.566008005;0.2196117285;-1.5711536505;-0.2608193274;1.0463532444
ждала;0.7064362997;1.3060817912;-0.9962029339;-0.8864627294;-0.1298524276
отдать;0.75413645;0.8052454706;-1.5432865132;-0.4558172615;0.4397218542
птица;0.4596198623;1.2816827053;-1.4499357112;-0.1709632197;-0.1204036368
удалый;-0.2795445624;-0.5562284883;-0.902528524;0.0669473258;1.6713542489
вздох;-0.7617679608;-0.2660771281;0.4188470228;1.5268002204;-0.9178021543
зима;-0.833345246;-0.4860931374;-0.3800987825;-0.0106269045;1.7101640703
мило;-0.5431849162;0.3602609549;0.1336557291;1.3580666524;-1.3087984202
проходит;-0.8714770264;1.228325682;0.6579132726;-1.1334892022;0.118727274
тяжело;-0.3184226904;-0.7227185214;-0.6486603583;1.718917374;-0.0291158038
ясен;-0.2319915626;1.4547312679;-1.3197753494;-0.1557147928;0.2527504369
далече;-0.0806977943;0.4456327863;-1.0325929177;-0.7854939572;1.453151883
коса;-0.3981818571;0.9592802678;-1.1656292523;1.1328713001;-0.5283404584
крутой;0.5449749372;1.0326583969;-1.1164792751;-1.0317516198;0.5705975608
люли;-0.3880688585;1.7769259636;-0.6201284856;-0.3072102522;-0.4615183673
окном;-0.134958665;-0.3177045405;-0.7304856605;1.7420786842;-0.5589298181
прошел;0.1735689935;0.8011337554;-1.0548421715;-1.0116325613;1.0917719838
тяжко;-0.8828895763;1.3724217769;-0.3973463454;0.720337509;-0.8125233642
чья;-0.8250179278;1.4724974197;-0.0677134017;-0.9893282908;0.4095622005
лежат;0.6151991245;0.443451762;-0.5764166633;-1.4610247883;0.9787905651
москву;1.1120108629;-0.2109929502;-1.1928365597;-0.6457584402;0.9375770872
навеки;-0.7311890826;1.2723118237;0.3367065943;0.3820365023;-1.2598658377
зелена;1.0376367695;-0.317905808;-1.0714055902;-0.7220764819;1.0737511106
летал;1.1269178929;0.0773696932;-1.6078757049;0.032436411;0.3711517078
ночку;0.9309477529;0.7141416832;-1.5236494316;-0.4444233445;0.32298334
полночь;-0.6370927;1.6892934043;-0.7623533677;0.0971633917;-0.3870107283
родимой;0.6087367437;-0.9063493594;-0.9882797008;1.3516471261;-0.0657548096
стыдно;1.7506019206;-0.757229171;-0.4699776328;-0.3072316052;-0.2161635115
дружком;1.2517827431;-0.5611599161;-1.309983637;-0.0145714084;0.6339322184
надобно;-1.3047704617;0.9767253892;-0.7003975529;0.916823913;0.1116187124
спал;-0.1135993821;0.4647589431;-0.5530670988;-1.2114538969;1.4133614347
брови;0.0406316759;1.6699667485;-0.9102307948;-0.5744621192;-0.2259055105
всяк;-0.3358650856;1.7047692901;0.0114274806;-0.8088417541;-0.5714899311
лежал;-0.4394851623;1.2611806544;0.8754347765;-0.9184383292;-0.7786919394
верю;0.5311949009;-0.5852591341;1.5155210071;-0.6580240227;-0.8034327513
знала;-0.5145187712;1.7681940477;-0.6379979434;-0.3859077983;-0.2297695348
кости;-1.1218083163;1.1411055146;0.8917156359;-0.1169097997;-0.7941030346
матерью;0.8554643867;-0.929049782;-1.2234037589;0.4651370095;0.8318521447
милое;1.2160699496;0.2247434173;-1.5303971804;-0.2047437768;0.2943275902
ручки;1.183299479;0.0237514444;-1.1493311559;-0.8277999066;0.7700801391
держит;0.9057009199;0.8444403303;-0.9994429506;-1.1454031065;0.3947048069
людям;-0.52346636;-0.1183571538;-0.6544901225;1.7534628192;-0.457149183
пойдет;1.2109645076;-0.9041730577;-0.8702065196;-0.3507710758;0.9141861455
прежнему;-0.5172539781;0.6707406337;-0.4797241218;1.3877012434;-1.0614637772
такая;-0.9184119259;1.4896191339;0.1863033102;-0.933703164;0.1761926458
доме;-0.9126121922;0.6878505831;-0.2055487944;-0.9160315055;1.3463419091
живи;0.8486780929;1.0425427179;-0.6757630657;-1.3139603113;0.0985025662
зеленой;1.56559616;-0.4185420869;-1.1441629697;-0.1811927418;0.1783016383
кругу;-1.2814332196;-0.0690512841;1.1759183822;0.7783474995;-0.603781378
месте;-0.1174489883;1.597348332;0.1757564272;-0.9566605364;-0.6989952345
спешит;-0.6003911478;-0.0477433058;1.2211449161;0.7089558793;-1.2819663418
таки;1.0266500025;-0.420097335;-1.3760828282;-0.1536658424;0.9231960032
ворона;1.0072182787;0.8573698623;-1.2517665062;-0.8042730946;0.1914514599
пришли;1.4876345673;-1.0518471068;-0.7657225129;0.3060375835;0.0238974688
рада;1.1588879937;0.5744101044;-1.2733247024;-0.7776581733;0.3176847775
тайны;-0.8274963067;0.2090444956;1.4740893934;0.177388977;-1.0330265593
берегу;-1.1361142814;1.2575899811;0.7678414017;-0.7117623764;-0.1775547251
печи;0.4260285196;1.1265650621;-1.1922309767;-0.9092236729;0.548861068
вести;-1.3275124532;1.2406399195;-0.4790913995;0.6759432376;-0.1099793044
вышла;0.5293110983;1.1268147953;-1.0345430387;-1.0810693826;0.4594865277
долой;0.169446623;-0.0637286842;-1.1702050232;-0.4755461987;1.5400332832
нигде;-0.1365300625;1.6177469631;-0.3523796633;-0.0153529923;-1.113484245
твоем;-0.7449609988;1.2927564753;0.872781736;-0.7493144861;-0.6712627265
утру;0.3540322414;0.9664350218;-1.1056906778;-1.0279990017;0.8132224163
эх;-0.5569850556;1.7120351144;-0.8356081643;-0.228426292;-0.0910156024
голубушка;1.0586587246;0.5993219052;-1.5479774317;0.18766121;-0.2976644081
послушай;-0.5285174518;1.7605337929;-0.1340843299;-0.5334079018;-0.5645241094
разум;1.1975752063;-0.4315582509;0.3038065652;-1.4609278211;0.3911043005
беду;-0.3605376107;1.2378977382;-1.148195044;-0.5655084243;0.8363433409
бору;1.0073922168;-0.2788408076;-1.5750243074;0.6082350613;0.2382378369
косу;0.7819278482;-0.6072051108;-1.4541117481;0.8482990321;0.4310899786
нежно;-0.8251597197;0.3950201711;1.5597414905;-0.3500025644;-0.7795993775
миру;-0.6926671023;1.6899124097;-0.4582501061;0.1236672883;-0.6626624896
тоске;-0.6627155986;-0.3860045222;-0.0806884866;1.7410367421;-0.6116281347
красавицы;0.0332533317;1.4229565366;-0.9758694122;0.433032685;-0.9133731411
мужу;-0.293607435;1.1627268551;-0.9255092352;-0.8947632942;0.9511531093
столом;-0.3717574624;1.1460517311;-0.620900675;-1.1137790918;0.9603854982
богат;-0.6535596428;0.1105263374;1.5509967657;0.0648141851;-1.0727776453
луг;-0.7770583221;-0.3174620412;0.0951785189;1.6801363399;-0.6807944956
письмо;0.9233042186;0.8623270552;-1.0157986637;-1.1183102377;0.3484776276
дуб;-0.8550599435;1.3941892366;-0.6735394197;0.7238710647;-0.5894609381
ею;-0.953294211;0.4090815461;1.550641326;-0.4227637588;-0.5836649023
сидеть;1.2150030541;0.7234209082;-1.3518829321;-0.2729343902;-0.31360664
глядел;-0.3786301797;-0.6181889402;0.0838171203;1.6915455305;-0.7785435311
гусли;1.025652775;0.465288457;-1.4504373306;-0.5801422542;0.5396383528
холодной;1.370124948;-0.5851339588;0.7533394236;-0.647457852;-0.8908725609
горести;-0.7386392263;-0.0068232369;-0.1997233196;1.6907447806;-0.7455589978
друзьями;-0.1269826619;-0.0844735601;1.5738073534;-0.1464467872;-1.2159043442
птицы;-1.2780020741;1.2403682303;0.4136827519;0.3534353977;-0.7294843058
черных;-0.7933268499;1.7501834848;-0.348183475;-0.2817862083;-0.3268869516
широкий;-0.7883217015;-0.7672962589;-0.5623323253;1.3986301118;0.7193201738
забуду;0.070895291;1.5576015158;-0.3769074269;-1.1930486803;-0.0585406997
знак;-0.9184098223;-0.0858054426;0.611849127;1.3576101818;-0.9652440439
золото;-0.4518983839;-0.5190382938;-0.556805909;1.7761349878;-0.2483924011
нейдет;-0.0700287027;0.7867077558;-1.5013296838;-0.245780382;1.0304310128
умереть;-0.5716728429;0.0156850383;-0.2896697164;1.6939438761;-0.8482863551
красы;-0.4010694716;-0.070132516;1.08827885;0.8003984306;-1.417475293
нашла;1.2378328796;0.4552495755;-0.9702757697;-1.0886783129;0.3658716276
спасибо;-0.8358782812;0.7597999242;-1.321753069;0.7015662922;0.6962651339
девушек;0.0033188689;1.1315240942;-1.6095103972;0.1466036113;0.3280638227
любови;1.3304318497;0.329922266;-0.6958857129;-1.2476575536;0.2831891508
поеду;0.7905279565;-0.5695509465;-0.971359899;-0.5802142222;1.3305971112
лугу;0.2263409734;1.4279748778;-1.3332215142;-0.3613295376;0.0402352006
нашего;-0.6670519599;-0.641465828;-0.5693644309;0.212247706;1.6656345128
густой;-0.8888852256;0.1164346794;1.1001268255;0.8191067003;-1.1467829797
молодых;0.3079121017;1.116694492;-0.8885580457;-1.1967260899;0.6606775419
рекою;-0.4823168199;0.6567440283;-0.889049451;1.4274294244;-0.7128071818
родимая;-0.0428694128;-0.7769325703;-1.0747256518;1.4189020732;0.4756255616
красны;0.4009425551;1.1141279392;-1.5539604281;-0.2825606431;0.3214505769
роса;1.3632754766;-0.7675122774;-0.842015478;0.7607368048;-0.514484526
гуляй;0.2648650984;0.9642235632;-1.2391283882;-0.8507341433;0.8607738699
третья;1.5766099158;-0.5151838147;-0.7778706805;-0.6911419686;0.407586548
дорогая;-0.0006841705;1.6999957983;-0.7349544759;-0.7111582451;-0.2531989067
зелен;1.2162902223;0.3537669221;-1.3887532556;-0.5652127439;0.3839088552
хлеба;0.7383816397;-0.5963662994;-0.9056252036;-0.6150483099;1.3786581731
белую;0.5633387185;0.4966354344;-1.7784387529;0.446015492;0.272449108
бывал;0.8731709107;0.586162204;-1.5624529999;0.5245346772;-0.421414792
грудью;1.5022167052;0.161033647;-1.153405493;0.1036148863;-0.6134597455
зеленого;0.6008497385;-0.1493581306;-1.1387727636;-0.6770676664;1.3643488222
лети;-0.5628422723;-0.2513724395;-0.7714464249;1.7329715861;-0.1473104495
своими;0.3608124946;1.3145741134;-0.026945882;-1.4496421206;-0.1987986055
горой;0.438343248;0.909108802;-1.0427597916;0.8088015478;-1.1134938062
люби;-0.1967567898;0.4771508159;-0.7439290422;-1.0077386616;1.4712736777
хорошая;1.3377984334;0.601140506;-1.0215404735;-0.897202672;-0.0201957939
худой;0.9440125197;-0.0696174087;-1.0299983185;-0.9299163786;1.0855195861
беды;-1.0151095617;0.3124263024;-0.3141460705;1.5705548832;-0.5537255535
давай;1.3888605605;-0.5029712973;-0.7064484373;-0.8968503027;0.7174094769
жен;-0.800304817;1.4479219086;0.2388059852;-1.0808372563;0.1944141796
принес;-1.060272631;1.4114748603;0.4556480283;-0.8220191278;0.0151688703
старика;0.1746378917;-0.2010712047;0.1958807874;-1.4769066403;1.3074591659
вечером;1.1415055946;-0.9013954237;-1.1523055764;0.1909629283;0.7212324773
возле;0.1633109225;1.535395356;-0.9906948381;-0.7920549647;0.0840435244
